,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports
577,94576,9429040486185,29 May 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco94576,94576,,"41 Hastings Rd, Mairangi Bay, Auckland 10
, New Zealand",,,,,,,,,,,,,
578,1765428,9429034316542,03 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1765428,1765428,,"30 Middleton Road, Johnsonville
, New Zealand","Shop23 First Floor, Oaks Complex, Cuba Mall, Wellington
, New Zealand",,,,,,,,,,,,
579,2091959,9429032917802,11 Feb 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2091959,2091959,,"Jones Accounting & Financial Services, 7-11 Cabernet Crescent, Westgate, Auckland
, New Zealand","Jones Accounting & Financial Services, 7-11 Cabernet Crescent, Westgate, Auckland
, New Zealand",,,,,,,,,,,,
580,1225209,9429036412167,12 Jul 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1225209,1225209,,"Dr Z Kovacevic Ltd, 37 Lilburn Crescent, Massey, Auckland, 0614
, New Zealand","Dr Z Kovacevic Ltd, 37 Lilburn Crescent, Massey, Auckland, 0614
, New Zealand",,,,,,,,,,,,
581,114092,9429032099744,03 May 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco114092,114092,,"47-51 Patiki Rd, Avondale, Auckland
, New Zealand",,,,,,,,,,,,,
582,97826,9429040461540,29 Apr 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco97826,97826,,"C/o W D Henderson, Chartered Accountant, 4 Station Road, Otahuhu
, New Zealand",,,,,,,,,,,,,
583,74656,9429040618111,04 Jun 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco74656,74656,,"6-10 Kitchener St, Auckland 1
, New Zealand",,,,,,,,,,,,,
584,3106705,9429031389020,21 Sep 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3106705,3106705,,"26 Ponsonby Road, Karori, Wellington, 6012
, New Zealand","26 Ponsonby Road, Karori, Wellington, 6012
, New Zealand",,,,,,,,,,,,
585,4359618,9429030305762,15 Mar 2013,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4359618,4359618,,"TERESA HARRIS & ASSOCIATES LTD, Suite 4, 1 Show Place, Addington, Christchurch, 8024
, New Zealand","TERESA HARRIS & ASSOCIATES LTD, Unit 2, 57 Mandeville Street, Riccarton, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
586,83379,9429040567976,15 Feb 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco83379,83379,,"54 Covil Avenue, Te Atatu South
, New Zealand","54 Covil Avenue, Te Atatu South
, New Zealand",,,,,,,,,,,,
587,6227448,9429045942136,01 Mar 2017,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6227448,6227448,,"McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand","McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
588,1046448,9429037207960,27 Jul 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1046448,1046448,,"Level 4, Bupa House, 5-7 Kingdon Street, Newmarket, Auckland, 1023
, New Zealand","Level 4, Bupa House, 5-7 Kingdon Street, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
589,6272948,9429046095381,26 Apr 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6272948,6272948,,"Zane Masters, 24 Bell Road, Western Heights, Rotorua, 3015
, New Zealand","Zane Masters, 24 Bell Road, Western Heights, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
590,1566925,9429035130284,18 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1566925,1566925,,"Horwath Barlow Lendrum Ltd, 69 Taupo Quay, Wanganui
, New Zealand","Horwath Barlow Lendrum Ltd, 69 Taupo Quay, Wanganui
, New Zealand",,,,,,,,,,,,
591,3519691,9429030976740,24 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3519691,3519691,,"DUX ACCOUNTING LTD, 47 Anzac Street, Takapuna, North Shore City, 0622
, New Zealand","DUX ACCOUNTING LTD, 47 Anzac Street, Takapuna, North Shore City, 0622
, New Zealand",,,,,,,,,,,,
592,102846,9429040421681,26 Apr 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102846,102846,,"R D 3, Hunua
, New Zealand",,,,,,,,,,,,,
593,110196,9429032154986,16 Dec 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco110196,110196,,"178 Kolmar Rd, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,
594,3392651,9429031088947,23 May 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3392651,3392651,,"P J DICK & COMPANY LIMITED, 24 Veronica Street, New Lynn, Auckland, 0000
, New Zealand","P J DICK & COMPANY LIMITED, 24 Veronica Street, New Lynn, Auckland, 0000
, New Zealand",March,,,,,,,,,,,
595,2194915,9429032459067,11 Dec 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2194915,2194915,,"12 Claremont Way, Botany, Auckland
, New Zealand","12 Claremont Way, Botany, Auckland
, New Zealand",,,,,,,,,,,,
596,187067,9429040118307,29 Apr 1965,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco187067,187067,,"Cowley Stanich & Co Limited, 7 Hakanoa Street, Huntly, Huntly, 3700
, New Zealand","Cowley Stanich & Co Limited, 7 Hakanoa Street, Huntly, Huntly, 3700
, New Zealand",,,,,,,,,,,,
597,24778,9429040873817,02 Apr 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco24778,24778,,"Cane Kennedy Maher And Company, Beach Centre Plaza, 10 Seaview Road, Paraparaumu Beach
, New Zealand",,,,,,,,,,,,,
598,1120691,9429036984862,16 Mar 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1120691,1120691,,"C/-mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand","C/-mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand",,,,,,,,,,,,
599,903938,9429037865016,14 Apr 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco903938,903938,,"116 A Ladies Mile, Ellerslie, Auckland
, New Zealand","116 A Ladies Mile, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,
600,1693907,9429034545461,15 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1693907,1693907,,"57 Baylands Drive, Newlands, Wellington
, New Zealand","57 Baylands Drive, Newlands, Wellington
, New Zealand",,,,,,,,,,,,
601,136281,9429031844741,27 Feb 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136281,136281,,"C/- Spicer & Oppenheim, 148 Victoria St, Christchurch
, New Zealand",,,,,,,,,,,,,
602,1594380,9429034991374,27 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1594380,1594380,,"523 Fenwick Street, Hastings
, New Zealand","523 Fenwick Street, Hastings
, New Zealand",,,,,,,,,,,,
603,138988,9429040362410,12 Jun 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco138988,138988,,"C/o Walker Davey & Co, 118 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,,
604,84379,9429040559582,14 Jun 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco84379,84379,,"9th Floor, Southern Cross Bldg, Cnr Victoria & High Sts, Auckland
, New Zealand",,,,,,,,,,,,,
605,1034216,9429037266288,15 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1034216,1034216,,"15 Adamson Drive, Queenstown
, New Zealand","15 Adamson Drive, Queenstown
, New Zealand",,,,,,,,,,,,
606,2395328,9429031685283,19 Feb 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2395328,2395328,,"PricewaterhouseCoopers, Level 3 - Pwc Centre, Cnr 109 Ward & Anglesea Streets, Hamilton, 3204
, New Zealand","PricewaterhouseCoopers, Level 3 - Pwc Centre, Cnr 109 Ward & Anglesea Streets, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
607,1734781,9429034413784,28 Nov 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1734781,1734781,,"1 Windfall Grove, Greenhithe, Auckland, 0632
, New Zealand","1 Windfall Grove, Greenhithe, Auckland, 0632
, New Zealand",,,,,,,,,,,,
608,198319,9429040043715,30 May 1979,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco198319,198319,,"CooperAitken Limited, 42 Moorhouse Street, Morrinsville, Morrinsville, 3300
, New Zealand","CooperAitken Limited, 42 Moorhouse Street, Morrinsville, Morrinsville, 3300
, New Zealand",,,,,,,,,,,,
609,498371,9429039137371,29 Jan 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco498371,498371,,"Level 6, 121 Beach Road, Auckland 1010
, New Zealand","Level 6, 121 Beach Road, Auckland 1010
, New Zealand",,,,,,,,,,,,
610,3764276,9429030728011,29 Mar 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3764276,3764276,,"Tianpeng Tang, 29a Kinross Street, Blockhouse Bay, Auckland, 0600
, New Zealand","Tianpeng Tang, 29a Kinross Street, Blockhouse Bay, Auckland, 0600
, New Zealand",,,,,,,,,,,,
611,1395321,9429035775676,23 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1395321,1395321,,"16 High Street, Marton
, New Zealand","16 High Street, Marton
, New Zealand",,,,,,,,,,,,
612,3396091,9429031085304,07 Jun 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3396091,3396091,,"1415 Devon Road, Rd 42, Waitara, 4342
, New Zealand","1415 Devon Road, Rd 42, Waitara, 4382
, New Zealand",,,,,,,,,,,,
613,23746,9429040880600,16 Jun 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco23746,23746,,"Dominion Building, 78 Victoria Street, Wellington
, New Zealand",,,,,,,,,,,,,
614,95313,9429040480220,11 Aug 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco95313,95313,,"7/9-11 Rothwell Avenue, Albany, Auckland
, New Zealand","7/9-11 Rothwell Avenue, Albany, Auckland
, New Zealand",,,,,,,,,,,,
615,1758409,9429034341261,19 Jan 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1758409,1758409,,"Trillium Business Advisors Limited, Level 2, 24 Johnston Street, Wellington Central, Wellington, 6011
, New Zealand","Trillium Business Advisors Limited, Level 2, 24 Johnston Street, Wellington Central, Wellington, 6011
, New Zealand",,,,,,,,,,,,
616,4755499,9429041001202,08 Nov 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4755499,4755499,,"Lellman Wearne Ltd, 78 First Avenue, Tauranga, Tauranga, 3110
, New Zealand","Lellman Wearne Ltd, 78 First Avenue, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
617,160396,9429040238715,08 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco160396,160396,,"10 Maynard Pl, Templeview, Hamilton
, New Zealand",,,,,,,,,,,,,
618,6873433,9429046820747,05 Jun 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6873433,6873433,,"TeAna Gilmore, 26 Friesian Place, Grandview Heights, Hamilton, 3200
, New Zealand","TeAna Gilmore, 26 Friesian Place, Grandview Heights, Hamilton, 3200
, New Zealand",,,,,,,,,,,,
619,54081,9429040710518,15 Aug 1956,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco54081,54081,,"57 Spinnaker Drive, Flagstaff, Hamilton
, New Zealand","57 Spinnaker Place, Flagstaff, Hamilton
, New Zealand",,,,,,,,,,,,
620,6578492,9429046493040,04 Dec 2017,Removed,NZ Limited Company,No,GROUP FIVE NEW ZEALAND LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6578492,6578492,,"Group Five New Zealand Ltd, 441 Hutt Road, Alicetown, Lower Hutt, 5010
, New Zealand","Group Five New Zealand Ltd, 441 Hutt Road, Alicetown, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
621,83141,9429040569468,21 Dec 1971,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco83141,83141,,"32-38 Patiki Road, Avondale, Auckland
, New Zealand","32-38 Patiki Road, Avondale, Auckland
, New Zealand",September,,,,,,,,,,,
622,1833698,9429034025680,23 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1833698,1833698,,"8 Davis Crescent, Elderslea, Upper Hutt
, New Zealand","8 Davis Crescent, Elderslea, Upper Hutt
, New Zealand",,,,,,,,,,,,
623,66813,9429040660707,10 Jul 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco66813,66813,,"First Floor 3 Broadway, Newmarket
, New Zealand",,,,,,,,,,,,,
624,25434,9429040870823,11 Oct 1971,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco25434,25434,,"C/- A.b Cunningham, 46 Caledonia Street, Miramar, Wellington 3
, New Zealand","46 Caledonia Street, Miramar, Wellington
, New Zealand",,,,,,,,,,,,
625,1047610,9429037201241,22 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047610,1047610,,"4 Renall Street, Ponsonby, Auckland
, New Zealand","4 Renall Street, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
626,1517510,9429035370680,08 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 7 directors,httpsapp.companiesoffice.govt.nzco1517510,1517510,,"8 Arthur Brown Place, Mt Wellington, Auckland
, New Zealand","8 Arthur Brown Place, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,
627,1885970,9429033748467,23 Nov 2006,Removed,NZ Limited Company,Yes,NORTHVIEW LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1885970,1885970,,"Polson Higgs, 139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand","Polson Higgs, 139 Moray Place, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
628,152510,9429040277158,27 Nov 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco152510,152510,,"299 Palmerston Rd, Gisborne
, New Zealand","As Per The Registered Office
, New Zealand",,,,,,,,,,,,
629,190200,9429040100722,20 Aug 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190200,190200,,"2 Grey St, Rotorua
, New Zealand",,,,,,,,,,,,,
630,1118202,9429036995325,23 Feb 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1118202,1118202,,"27-29 Aviemore Drive, Highland Park, Auckland
, New Zealand","27-29 Aviemore Drive, Highland Park, Auckland
, New Zealand",,,,,,,,,,,,
631,172921,9429040161594,23 Mar 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco172921,172921,,"Mould St, Waitara
, New Zealand","-
, New Zealand",,,,,,,,,,,,
632,31512,9429040833293,30 Sep 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco31512,31512,,"4th Floor Sun Alliance Building, Cnr Brandon & Featherston Sts, P O Box 2150, Wellington
, New Zealand",,,,,,,,,,,,,
633,32633,9429040825496,11 Aug 1976,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco32633,32633,,"Level 1, East Wing, Survey House, 21-29, Broderick Rd, Johnsonville, Wellington
, New Zealand","Level 1, East Wing, Survey House, 21 -, 29 Broderick Rd, Johnsonville, Wellington
, New Zealand",,,,,,,,,,,,
634,953514,9429037618919,29 Mar 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco953514,953514,,"119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","Kendons Scott Macdonald Limited, 119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
635,1873184,9429033826516,03 Nov 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1873184,1873184,,"33 Turuturu Road, Hawera, 4610
, New Zealand","33 Turuturu Road, Hawera, 4610
, New Zealand",,,,,,,,,,,,
636,1123629,9429036968510,22 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1123629,1123629,,"91 Clarence Street, Hamilton
, New Zealand","91 Clarence Street, Hamilton
, New Zealand",,,,,,,,,,,,
637,62382,9429040680095,01 Dec 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco62382,62382,,"2 Beaumaris Way, Takanini, Papakura
, New Zealand",,,,,,,,,,,,,
638,177376,9429040144771,14 Jul 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco177376,177376,,"4th Floor Levien Building, Cnr Airedale & St Paul Sts, Auckland 1
, New Zealand",,,,,,,,,,,,,
639,40315,9429040754338,02 May 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco40315,40315,,"Level 2, 99-105 Customhouse Quay, Wellington
, New Zealand",,,,,,,,,,,,,
640,8637187,9429051164515,06 Mar 2023,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8637187,8637187,,"12 Lansdown Avenue, Papatoetoe, Auckland, 2025
, New Zealand","12 Lansdown Avenue, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,
641,3325891,9429031172998,22 Mar 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3325891,3325891,,"Level 2, Pwc Building, 36 Munroe Street
, New Zealand","Level 2, Pwc Building, 36 Munroe Street
, New Zealand",,,,,,,,,,,,
642,6037720,9429042434665,30 Jun 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6037720,6037720,,"R & Z INTERNATIONAL TRADING LIMITED, 709/72 Nelson Street, Auckland, 1010
, New Zealand","R & Z INTERNATIONAL TRADING LIMITED, 709/72 Nelson Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
643,100641,9429040439150,26 Oct 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco100641,100641,,"6th Floor, Asb Building, 298 Queen St, Auckland
, New Zealand",,,,,,,,,,,,,
644,198536,9429040045283,13 Sep 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco198536,198536,,"K P M G, Nzi Bldg Grey Street, Tauranga
, New Zealand","K P M G, Nzi Bldg Grey Street, Tauranga
, New Zealand",,,,,,,,,,,,
645,2108582,9429032854213,26 Mar 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2108582,2108582,,"C/-flintoffs, 85 Gala Street, Invercargill
, New Zealand","C/-flintoffs, 85 Gala Street, Invercargill
, New Zealand",,,,,,,,,,,,
646,6531733,9429046445520,21 Nov 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6531733,6531733,,"177 Peninsula Road, Kawarau Falls, Queenstown, 9300
, New Zealand","177 Peninsula Road, Kawarau Falls, Queenstown, 9300
, New Zealand",March,,,,,,,,,,,
647,131310,9429031901505,20 Jun 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco131310,131310,,"187 Commerce St, Kaitaia
, New Zealand",,,,,,,,,,,,,
648,1216905,9429036459698,05 Jun 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1216905,1216905,,"Jones Young, Level 19, Bdo Tower, 120 Albert Street, Auckland, 1010
, New Zealand","Jones Young, Level 19, Bdo Tower, 120 Albert Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
