,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,ACN Number:,FRA Reporting Month:,Reports
527,1672512,9429034622490,29 Jul 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1672512,1672512,,"52 Kaitawa Crescent, Paraparaumu, Paraparaumu, 5032
, New Zealand","52 Kaitawa Crescent, Paraparaumu, Paraparaumu, 5032
, New Zealand",,,,,,,,,,,,
528,2234189,9429032285390,07 May 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2234189,2234189,,"18a Pah Road, Cockle Bay, Auckland, 2014
, New Zealand","18a Pah Road, Cockle Bay, Auckland, 2014
, New Zealand",,,,,,,,,,,,
529,2027434,9429033067100,26 Oct 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2027434,2027434,,"27 Charntay Avnue, Manukau City, Auckland
, New Zealand","27 Charntay Avnue, Manukau City, Auckland
, New Zealand",,,,,,,,,,,,
530,2198910,9429032439571,06 Jan 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2198910,2198910,,"307 Queen Street, Richmond, Nelson 7050
, New Zealand","307 Queen Street, Richmond, Nelson 7050
, New Zealand",,,,,,,,,,,,
531,1043537,9429037221409,19 Jun 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1043537,1043537,,"C/- Peter Gower Limited, 7 Windsor Street, Parnell, Auckland
, New Zealand","C/- Peter Gower Limited, 7 Windsor Street, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
532,98819,9429040451862,18 Aug 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco98819,98819,,"217 Gt South Rd, Auckland
, New Zealand",,,,,,,,,,,,,
533,5197641,9429041223963,07 May 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5197641,5197641,,"227b Botanical Road, Takaro, Palmerston North, 4412
, New Zealand","227b Botanical Road, Takaro, Palmerston North, 4412
, New Zealand",,,,,,,,,,,,
534,93820,9429040493275,14 Mar 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco93820,93820,,"2 Freyberg Rd, Ruawai
, New Zealand",,,,,,,,,,,,,
535,1913735,9429033578361,07 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1913735,1913735,,"110 East Street, Hamilton
, New Zealand","110 East Street, Hamilton
, New Zealand",,,,,,,,,,,,
536,2001414,9429033100258,10 Oct 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2001414,2001414,,"575 Colombo Street, Christchurch
, New Zealand","575 Colombo Street, Christchurch
, New Zealand",,,,,,,,,,,,
537,3043168,9429031441520,29 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3043168,3043168,,"Kpmg Centre, 18 Viaduct Harbour Ave, Auckland, 1140
, New Zealand","Kpmg Centre, 18 Viaduct Harbour Ave, Auckland, 1140
, New Zealand",,,,,,,,,,,,
538,6885622,9429046835864,21 Jun 2018,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6885622,6885622,,"McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand","McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
539,13647,9429040929866,31 May 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco13647,13647,,"159 Hereford St, Christchurch
, New Zealand",,,,,,,,,,,,,
540,1196567,9429036578818,22 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1196567,1196567,,"Peters Doig Limited, Chartered Accountants, 59 High Street, Blenheim 7201
, New Zealand","Peters Doig Limited, Chartered Accountants, 59 High Street, Blenheim 7201
, New Zealand",,,,,,,,,,,,
541,1987923,9429033120249,26 Sep 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1987923,1987923,,"Vogue House, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand","Vogue House, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand",,,,,,,,,,,,
542,57059,9429040699165,06 Jun 1958,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco57059,57059,,"14 Norfolk Pce, Papatoetoe
, New Zealand",,,,,,,,,,,,,
543,2321548,9429031926454,14 Sep 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2321548,2321548,,"133 Run Road Wharehine, Port Albert Wellsford, 0977
, New Zealand","133 Run Road Rd7 Wharehine, Port Albert Wellsford, 0977
, New Zealand",,,,,,,,,,,,
544,1904951,9429033630953,30 Jan 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1904951,1904951,,"2 Church Street, Masterton
, New Zealand","2 Church Street, Masterton
, New Zealand",,,,,,,,,,,,
545,522667,9429039059499,11 Sep 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco522667,522667,,"C/- Cronin Morton-adair, 97 Edgecumbe Road, Tauranga
, New Zealand","C/- Cronin Morton-adair, 97 Edgecumbe Road, Tauranga
, New Zealand",,,,,,,,,,,,
546,1288122,9429036054442,09 Apr 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1288122,1288122,,"Professional Business Services Ltd, 21 Mont Le Grand Road, Mount Eden, Auckland, 1024
, New Zealand","Professional Business Services Ltd, 21 Mont Le Grand Road, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
547,1291162,9429036038510,09 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1291162,1291162,,"104 Forest Lake Road, Hamilton 2001
, New Zealand","104 Forest Lake Road, Hamilton 2001
, New Zealand",,,,,,,,,,,,
548,8197306,9429049419511,28 Jun 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8197306,8197306,,"10 Rere Close, Takanini, Takanini, 2112
, New Zealand","10 Rere Close, Takanini, Takanini, 2112
, New Zealand",,,,,,,,,,,,
549,459379,9429039250292,22 Dec 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco459379,459379,,"C/- Birchfield& Company, 683 Whangaparaoa Road, Whangaparaoa
, New Zealand",,,,,,,,,,,,,
550,1148509,9429036846535,08 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1148509,1148509,,"C/-deloitte, Deloitte House, 8 Nelson Street, Auckland
, New Zealand","C/-deloitte, Deloitte House, 8 Nelson Street, Auckland
, New Zealand",,,,,,,,,,,,
551,5910787,9429042233039,18 Mar 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5910787,5910787,,"Lloyd Hallett, 40 Churchill Road, Murrays Bay, Auckland, 0630
, New Zealand","Lloyd Hallett, 40 Churchill Road, Murrays Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
552,208499,9429039994097,23 Sep 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco208499,208499,,"Shinnick Adams Fouhy & Bruere, 11 Mangahao Rd, Pahiatua
, New Zealand",,,,,,,,,,,,,
553,2224955,9429032323337,16 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2224955,2224955,,"7/360 Lake Terrace, Taupo
, New Zealand","7/360 Lake Terrace, Taupo
, New Zealand",,,,,,,,,,,,
554,7618056,9429047580664,23 Jul 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7618056,7618056,,"41 Te Awakura Terrace, Mount Pleasant, Christchurch, 8081
, New Zealand","41 Te Awakura Terrace, Mount Pleasant, Christchurch, 8081
, New Zealand",,,,,,,,,,,,
555,2272732,9429032177817,30 Jun 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2272732,2272732,,"3/367 Hawkins Road, Darfield
, New Zealand","3/367 Hawkins Road, Darfield
, New Zealand",,,,,,,,,,,,
556,1930449,9429033473963,17 Apr 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1930449,1930449,,"Bailey Ingham, Chartered Accountants, 18 Maniapoto Street, Otorohanga
, New Zealand","Bailey Ingham, Chartered Accountants, 18 Maniapoto Street, Otorohanga
, New Zealand",,,,,,,,,,,,
557,1582904,9429035049937,01 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1582904,1582904,,"C/-accountants On London Limited, 3 London Street, Hamilton 3204
, New Zealand","C/-accountants On London Limited, 3 London Street, Hamilton 3204
, New Zealand",,,,,,,,,,,,
558,1639817,9429034740637,25 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1639817,1639817,,"Acclaim (NZ) Limited, Flat 10, 266 Onewa Road, Birkenhead, North Shore City, 0626
, New Zealand","Flat 10, 266 Onewa Road, Birkenhead, North Shore City, 0626
, New Zealand",,,,,,,,,,,,
559,1561738,9429035156185,08 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1561738,1561738,,"55a Glencoe Road, Browns Bay, Auckland
, New Zealand","55a Glencoe Road, Browns Bay, Auckland
, New Zealand",,,,,,,,,,,,
560,112887,9429032116250,23 Nov 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco112887,112887,,"Top Flr, 83 Wakefield St, Auckland 1
, New Zealand",,,,,,,,,,,,,
561,2198890,9429032438413,14 Jan 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco2198890,2198890,,"C/-pl Law, 90 Collingwood Street, Nelson, 7010
, New Zealand","C/-pl Law, 90 Collingwood Street, Nelson, 7010
, New Zealand",,,,,,,,,,,,
562,1618955,9429034843475,20 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1618955,1618955,,"Len Watson Accountants Ltd, 1231 Ranolf Street, Rotorua
, New Zealand","Len Watson Accountants Ltd, 1231 Ranolf Street, Rotorua
, New Zealand",,,,,,,,,,,,
563,808200,9429038321078,28 May 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco808200,808200,,"57 Albert Street, Whitianga
, New Zealand","57 Albert Street, Whitianga
, New Zealand",,,,,,,,,,,,
564,81821,9429040575650,21 Jun 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81821,81821,,"Achillies House, 3rd Floor, 47 Customs St, Auckland
, New Zealand",,,,,,,,,,,,,
565,3378833,9429031109239,05 May 2011,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3378833,3378833,,"A R SHORT & CO CHARTERED ACCOUNTANTS, Level 8, Fmg House, 55 The Square, Palmerston North, 4440
, New Zealand","A R SHORT & CO CHARTERED ACCOUNTANTS, Level 8, Fmg House, 55 The Square, Palmerston North, 4440
, New Zealand",,,,,,,,,,,,
566,6098673,9429042566359,14 Sep 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6098673,6098673,,"Flat 1, 17 Woodward Road, Mount Albert, Auckland, 1025
, New Zealand","Flat 1, 17 Woodward Road, Mount Albert, Auckland, 1025
, New Zealand",,,,,,,,,,,,
567,1949947,9429033350639,01 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1949947,1949947,,"11 Lloyd Drive, Rd 1, Wainui, 0994
, New Zealand","11 Lloyd Drive, Rd 1, Wainui, 0994
, New Zealand",,,,,,,,,,,,
568,1248446,9429036280377,25 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1248446,1248446,,"C/-rodewald Hart Brown, 127 Durham Street, Tauranga
, New Zealand","C/-rodewald Hart Brown, 127 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,
569,184431,9429040128580,24 Aug 1961,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco184431,184431,,"Deloitte, 24 Bridge Street, Hamilton East, Hamilton 3216
, New Zealand","Owen T. Foster, Level 1, 77 Raleigh Road, Northcote, Auckland
, New Zealand",,,,"CRAWFORD, MICHAEL WAYNE",DELOITTE HAMILTON,64 7 8384800,,24 Feb 2000,Property described in agreement,,,"Notice of End of Receivership 
      						
      							
      								Filed
    							
    							
							
							 19 Jul 2012"
570,1830379,9429034042793,27 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1830379,1830379,,"42a Pigeon Mountain Road, Half Moon Bay
, New Zealand","42a Pigeon Mountain Road, Half Moon Bay
, New Zealand",,,,,,,,,,,,
571,2276375,9429032173918,02 Jul 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2276375,2276375,,"44 Allcock Road, Rd 2, Waiuku, 2682
, New Zealand","44 Allcock Road, Rd 2, Waiuku, 2682
, New Zealand",,,,,,,,,,,,
572,6249078,9429045991431,06 Mar 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6249078,6249078,,"Kenneth Marshall, 3 Wesley Avenue, Mount Albert, Auckland, 1025
, New Zealand","Kenneth Marshall, 3 Wesley Avenue, Mount Albert, Auckland, 1025
, New Zealand",,,,,,,,,,,,
573,142595,9429040330426,22 Apr 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco142595,142595,,"C/o Gabites Sinclair & Partners, 100 Burnett St, Ashburton
, New Zealand",,,,,,,,,,,,,
574,188848,9429040112343,18 Sep 1967,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco188848,188848,,"29 Commerce Lane, Te Puke, 3119
, New Zealand","J Axbey, C/- Radius Heatherlea Rest Home, 139 Vivian Street, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
575,79904,9429040586342,19 Aug 1970,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco79904,79904,,"Blc Accounting Limited, Unit 6/43 Omega Street, North Harbour, North Shore City
, New Zealand","Blc Accounting Limited, Unit 6/43 Omega Street, North Harbour, North Shore City
, New Zealand",,,,,,,,,,,,
576,1352507,9429035870395,18 Jul 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1352507,1352507,,"Business Results Group Ltd, 123 Jellicoe Street, Te Puke
, New Zealand","Business Results Group Ltd, 123 Jellicoe Street, Te Puke
, New Zealand",,,,,,,,,,,,
577,3302070,9429031192712,07 Mar 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3302070,3302070,,"15 Goodwood Drive, Manukau, Auckland, 2105
, New Zealand","15 Goodwood Drive, Manukau, Auckland, 2105
, New Zealand",,,,,,,,,,,,
578,817130,9429038281648,24 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco817130,817130,,"Terry Ward & Associates Ltd, 35 Ellis Street, Hamilton
, New Zealand","Terry Ward & Associates Limited, 35 Ellis Street, Hamilton
, New Zealand",,,,,,,,,,,,
579,54897,9429040707556,26 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco54897,54897,,"C/o Warwick J B Kiddle, 151 Orakei Road, Auckland
, New Zealand",,,,,,,,,,,,,
580,1285007,9429036073221,20 Mar 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1285007,1285007,,"Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand","Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand",,,,,,,,,,,,
581,95869,9429040476353,25 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco95869,95869,,"C/o Official Assignee, 2nd Floor Lorne Towers, 10-14 Lorne St, Auckland 1
, New Zealand",,,,,,,,,,,,,
582,2166597,9429032589467,25 Aug 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2166597,2166597,,"Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand",,,,,,,,,,,,
583,553543,9429038962318,19 Jun 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco553543,553543,,"37-39 Canada Street, Morrinsville
, New Zealand","37-39 Canada Street, Morrinsville
, New Zealand",,,,,,,,,,,,
584,2390968,9429031694421,20 Jan 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2390968,2390968,,"60 Channing Cres, Howick, Auckland, 2010
, New Zealand","60 Channing Cres, Howick, Auckland, 2010
, New Zealand",,,,,,,,,,,,
585,44917,9429040741932,01 Dec 1943,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco44917,44917,,"Deloitte Haskins & Sells, 21-29 Queen Street, Auckland 1
, New Zealand",,,,,,,,,,,,,
586,975230,9429037502669,20 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco975230,975230,,"19 Hayes Pl, Pakuranga, Auckland
, New Zealand","19 Hayes Pl, Pakuranga, Auckland
, New Zealand",,,,,,,,,,,,
587,6728433,9429046613875,21 Feb 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6728433,6728433,,"73 Fraser Avenue, Johnsonville, Wellington, 6037
, New Zealand","73 Fraser Avenue, Johnsonville, Wellington, 6037
, New Zealand",,,,,,,,,,,,
588,1501190,9429035459804,12 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1501190,1501190,,"26 Pukatea Avenue, Albany, Auckland, 0632
, New Zealand","26 Pukatea Ave, Albany
, New Zealand",,,,,,,,,,,,
589,1705990,9429034507193,11 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1705990,1705990,,"20 Wingate Street, Avondale, Auckland
, New Zealand","7 Leo Street, Glen Eden, Auckland
, New Zealand",,,,,,,,,,,,
590,5295581,9429041275764,11 Jun 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5295581,5295581,,"11 South Kensington Way, Henderson, Auckland, 0612
, New Zealand","11 South Kensington Way, Henderson, Auckland, 0612
, New Zealand",,,,,,,,,,,,
591,133935,9429031873215,03 Oct 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco133935,133935,,"Official Assignee, 2nd Floor 159 Hereford St, Christchurch
, New Zealand",,,,,,,,,,,,,
592,6305567,9429046176561,08 Jun 2017,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco6305567,6305567,,"Legacy Accountants Limited, 10 Domain Road, Whakatane, 3120
, New Zealand","Legacy Accountants Limited, 10 Domain Road, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
593,77279,9429040604664,15 Aug 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77279,77279,,"6 Redan Rd, Kaitaia
, New Zealand",,,,,,,,,,,,,
594,8935008,9429051625825,25 Sep 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8935008,8935008,,"501 Old Wairoa Road, Papakura, 2110
, New Zealand","501 Old Wairoa Road, Papakura, 2110
, New Zealand",,,,,,,,,,,,
595,54528,9429040709017,26 Nov 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco54528,54528,,"C/o Jones Crawford & Syers, Mansfield House Bank St, Po Box 309, Whangarei
, New Zealand",,,,,,,,,,,,,
596,15976,9429040917177,26 Feb 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco15976,15976,,"8th Floor, World Trade Centre, 173-175 Victoria Street, Wellington
, New Zealand",,,,,,,,,,,,,
597,919213,9429037791421,31 Jul 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco919213,919213,,"Marriott And Associates, Level 5 / Metropolitan Life Building, 7 Liverpool Street, Christchurch
, New Zealand","Marriott And Associates, Level 5 / Metropolitan Life Building, 7 Liverpool Street, Christchurch
, New Zealand",,,,,,,,,,,,
