,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
588,838270,9429038181702,20 Dec 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco838270,838270,,"Level 2, 116 Harris Road, East Tamaki
, New Zealand","Level 2, 116 Harris Road, East Tamaki
, New Zealand",,,,,,,,,,,,
589,3778936,9429030709171,20 Apr 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3778936,3778936,,"Neil Thomson, 74 Mcdonald Street, Napier South, Napier, 4110
, New Zealand","Neil Thomson, 74 Mcdonald Street, Napier South, Napier, 4110
, New Zealand",,,,,,,,,,,,
590,190574,9429040099224,30 Mar 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190574,190574,,"Pakes Building, 269 Tutanekai Street, Rotorua
, New Zealand","-
, New Zealand",,,,,,,,,,,,
591,8159700,9429048998734,15 Feb 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8159700,8159700,,"carlea black, 2/90 Queens Drive, Hutt Central, Lower Hutt, 5373
, New Zealand","carlea black, 2/90 Queens Drive, Hutt Central, Lower Hutt, 5373
, New Zealand",,,,,,,,,,,,
592,1600620,9429034952832,14 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1600620,1600620,,"562 Golden Valley Road, Waihi
, New Zealand","90 Seddon Street, Waihi
, New Zealand",,,,,,,,,,,,
593,6430,9429040958569,02 Nov 1949,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6430,6430,,"38 Bannister Street, Masterton
, New Zealand","38 Bannister Street, Masterton
, New Zealand",,,,,,,,,,,,
594,1010866,9429037386771,02 Feb 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1010866,1010866,,"12 Lakewood Court, Manukau City, Auckland
, New Zealand","12 Lakewood Court, Manukau City, Auckland
, New Zealand",,,,,,,,,,,,
595,1278735,9429036112715,26 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1278735,1278735,,"C/- Gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand","C/- Gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
596,1101994,9429037077556,13 Nov 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1101994,1101994,,"27 Tiverton Road, Avondale, Auckland
, New Zealand","27 Tiverton Road, Avondale, Auckland
, New Zealand",,,,,,,,,,,,
597,7226581,9429047232556,21 Jan 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7226581,7226581,,"Flat 1, 204 Waitemata Drive, Ranui, Auckland, 0612
, New Zealand","Flat 1, 204 Waitemata Drive, Ranui, Auckland, 0612
, New Zealand",,,,,,,,,,,,
598,130412,9429031911078,28 Mar 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco130412,130412,,"19a Tudor Avenue, Christchurch 4
, New Zealand",,,,,,,,,,,,,
599,948805,9429037644086,01 Apr 1999,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco948805,948805,,"Sudburys Limited, 20 Commerce Street, Whangarei, Whangarei, 0110
, New Zealand","Sudburys Limited, 20 Commerce Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
600,7794480,9429047761735,29 Oct 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7794480,7794480,,"Marieke Flatt, 10 Windsor Terrace, Taradale, Napier, 4112
, New Zealand","Marieke Flatt, 10 Windsor Terrace, Taradale, Napier, 4112
, New Zealand",,,,,,,,,,,,
601,2211135,9429032387612,25 Feb 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2211135,2211135,,"26 Pompallier Terrace, Ponsonby, Auckland, 1011
, New Zealand","26 Pompallier Terrace, Ponsonby, Auckland, 1011
, New Zealand",,,,,,,,,,,,
602,176055,9429040147178,04 Jul 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco176055,176055,,"C/o Cowley Stanich & Co, Main Street, Huntly
, New Zealand",,,,,,,,,,,,,
603,5716352,9429041786062,10 Jun 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5716352,5716352,,"106 Honikiwi Road, Rd 3, Otorohanga, 3973
, New Zealand","106 Honikiwi Road, Rd 3, Otorohanga, 3973
, New Zealand",,,,,,,,,,,,
604,1019504,9429037341923,03 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1019504,1019504,,"C/-bdo Spicers, Level 6, 148 Victoria Street, Christchurch
, New Zealand","C/-bdo Spicers, Level 6, 148 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,
605,1359759,9429035854012,08 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1359759,1359759,,"683 Whangaparaoa Rd, Whangaparaoa
, New Zealand","683 Whangaparaoa Rd, Whangaparaoa
, New Zealand",,,,,,,,,,,,
606,2141619,9429032699012,19 Jun 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2141619,2141619,,"Craig Anderson Ltd, 270a Queen Street, Richmond, Nelson, 7020
, New Zealand","Craig Anderson Ltd, 270a Queen Street, Richmond, Nelson, 7020
, New Zealand",,,,,,,,,,,,
607,1576137,9429035083849,22 Nov 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1576137,1576137,,"Bennett Reddington Ltd, Unit 3b, 303 Blenheim Road, Christchurch, 8041
, New Zealand","Bennett Reddington Ltd, Unit 3b, 303 Blenheim Road, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
608,1130237,9429036943661,17 Apr 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1130237,1130237,,"Ian Donald, Chartered Accountant, 12 Victoria Avenue, Palmerston North
, New Zealand","Ian Donald, Chartered Accountant, 12 Victoria Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
609,1605249,9429034926185,16 Mar 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1605249,1605249,,"Office of Wallace R Jones Accountant, 26 Goldsmith Street, Leamington, Cambridge, 3432
, New Zealand","Office of Wallace R Jones Accountant, 26 Goldsmith Street, Leamington, Cambridge, 3432
, New Zealand",,,,,,,,,,,,
610,1130327,9429036943142,05 Apr 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1130327,1130327,,"Multi-hulls International Limited, 42 Jandell Crescent, Bucklands Beach, Auckland
, New Zealand","Multi-hulls International Limited, 42 Jandell Crescent, Bucklands Beach, Auckland
, New Zealand",,,,,,,,,,,,
611,986322,9429037447717,04 Nov 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco986322,986322,,"19 Fairclough Road, Beach Haven, Auckland
, New Zealand","19 Fairclough Road, Beach Haven, Auckland
, New Zealand",,,,,,,,,,,,
612,30737,9429040840451,19 Mar 1924,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco30737,30737,,"Southwick Curtis, 29 Hinemaru St, Rotorua
, New Zealand","Southwick Curtis, 29 Hinemaru St, Rotorua
, New Zealand",,,,,,,,,,,,
613,7576016,9429047546745,03 Jul 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7576016,7576016,,"ERSKINE-SHAW ACCOUNTANTS LIMITED, 1197 Tutanekai Street, Rotorua, 3010
, New Zealand","ERSKINE-SHAW ACCOUNTANTS LIMITED, 1197 Tutanekai Street, Rotorua, 3010
, New Zealand",,,,,,,,,,,,
614,7278816,9429047281301,18 Feb 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7278816,7278816,,"Level 1, 162 Victoria Street West, Auckland 1010
, New Zealand","Level 1, 162 Victoria Street West, Auckland 1010
, New Zealand",,,,,,,,,,,,
615,1357781,9429035857457,11 Aug 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1357781,1357781,,"KPMG, Chartered Accountants, Level 9, 2-10 Customhouse Quay, Wellington, 6011
, New Zealand","KPMG, Chartered Accountants, Level 9, 2-10 Customhouse Quay, Wellington, 6011
, New Zealand",,,,,,,,,,,,
616,1652952,9429034686256,27 Jun 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1652952,1652952,,"816 Whatawhata Road, R D 5, Whatawhata
, New Zealand","816 Whatawhata Road, R D 5, Whatawhata
, New Zealand",,,,,,,,,,,,
617,370978,9429039519962,22 Dec 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco370978,370978,,"24 Powells Road, Hamilton
, New Zealand",,,,,,,,,,,,,
618,172783,9429040163048,31 Mar 1977,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco172783,172783,,"1st Floor, 1180 Lake Road, Rotorua
, New Zealand","As Per Registered Office
, New Zealand",,,,,,,,,,,,
619,72369,9429040631110,22 Mar 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco72369,72369,,"1b Sir William Drive, East Tamaki, Auckland
, New Zealand","1b Sir William Drive, East Tamaki, Auckland
, New Zealand",December,,,,,,,,,,,
620,608748,9429038780110,07 Dec 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco608748,608748,,"13/49 St Stephens Avenue, Parnell, Auckland
, New Zealand","13/49 St Stephens Avenue, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
621,6964673,9429046947642,08 Aug 2018,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco6964673,6964673,,"Anderson Chartered Accountants Ltd, Level 3, 507 Lake Road, Takapuna, Auckland, 0622
, New Zealand","Anderson Chartered Accountants Ltd, Level 3, 507 Lake Road, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,
622,1535478,9429035280446,15 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1535478,1535478,,"324 Victoria Street, Hamilton
, New Zealand","324 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
623,1974725,9429033195551,16 Aug 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1974725,1974725,,"Figure It Out, 9 Loloma Drive, Bucklands Beach
, New Zealand","Figure It Out, 9 Loloma Drive, Bucklands Beach
, New Zealand",,,,,,,,,,,,
624,1620176,9429034837597,05 Apr 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1620176,1620176,,"Suite 1a, 6-8 Nugent St, Grafton, Auckland
, New Zealand","Suite 1a, 6-8 Nugent St, Grafton, Auckland
, New Zealand",,,,,,,,,,,,
625,2262247,9429032199659,17 Jun 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2262247,2262247,,"Staples Rodway Taranaki Limited, 109-113 Powderham Street, New Plymouth 4340
, New Zealand","Staples Rodway Taranaki Limited, 109-113 Powderham Street, New Plymouth 4340
, New Zealand",,,,,,,,,,,,
626,114854,9429032076905,24 Sep 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco114854,114854,,"666 Great South Road, Penrose
, New Zealand",,,,,,,,,,,,,
627,9027032,9429051786946,14 Dec 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9027032,9027032,,"88 Penney Avenue, Mount Roskill, Auckland, 1041
, New Zealand","88 Penney Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
628,909124,9429037841188,20 May 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco909124,909124,,"Level 6, District Court Building, 3 Kingston Street, Auckland
, New Zealand","Level 6, District Court Building, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,,,,
629,148709,9429040297361,28 Feb 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco148709,148709,,"Level 7, 265 Princes Street, Dunedin
, New Zealand","Level 7, 265 Princes Street, Dunedin
, New Zealand",,,,,,,,,,,,
630,95875,9429040476940,25 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco95875,95875,,"12 Longfellow Parade, Titirangi, Auckland 7
, New Zealand",,,,,,,,,,,,,
631,1981301,9429033157016,06 Sep 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1981301,1981301,,"Sutcliffe Graham & Co Ltd, 1181 Cameron Road, Gate Pa, Tauranga, 3112
, New Zealand","Sutcliffe Graham & Co Ltd, 1181 Cameron Road, Gate Pa, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
632,1390941,9429035788256,16 Sep 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1390941,1390941,,"Tax Link Accounting, 36a Maxwell Road, Blenheim, Blenheim, 7201
, New Zealand","36a Maxwell Road, Blenheim, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
633,1151259,9429036831739,25 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1151259,1151259,,"293 Ararimu Valley Road, Rd 2, Waimauku, 0882
, New Zealand","293 Ararimu Valley Road, Rd 2, Waimauku, 0882
, New Zealand",,,,,,,,,,,,
634,885921,9429037952754,11 Dec 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco885921,885921,,"1257 Great South Road, R D 2, Drury, Auckland
, New Zealand","1257 Great South Road, R D 2, Drury
, New Zealand",,,,,,,,,,,,
635,3516491,9429030980396,29 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3516491,3516491,,"131 Taupaki Road, Taupaki, Auckland, 0000
, New Zealand","131 Taupaki Road, Taupaki, Auckland, 0000
, New Zealand",,,,,,,,,,,,
636,2012117,9429033086347,15 Oct 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2012117,2012117,,"SBA Barrington, 238 Barrington Street, Spreydon, Christchurch, 8024
, New Zealand","SBA Barrington, 238 Barrington Street, Spreydon, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
637,3385565,9429031099592,17 May 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3385565,3385565,,"72 Blakeborough Drive, Forrest Hill, Auckland, 0620
, New Zealand","72 Blakeborough Drive, Forrest Hill, Auckland, 0620
, New Zealand",,,,,,,,,,,,
638,8187460,9429049325195,17 May 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8187460,8187460,,"HEIMSATH ALEXANDER, Shed 22, Level 1, Prince's Wharf, 147 Quay Street, Auckland, 0000
, New Zealand","HEIMSATH ALEXANDER, Shed 22, Level 1, Prince's Wharf, 147 Quay Street, Auckland, 0000
, New Zealand",,,,,,,,,,,,
639,959045,9429037590741,11 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco959045,959045,,"Erskine-shaw Accountants Ltd, 1522 Amohau Street, Rotorua
, New Zealand","Erskine-shaw Accountants Ltd, 1522 Amohau Street, Rotorua
, New Zealand",,,,,,,,,,,,
640,85086,9429040556178,07 Sep 1972,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco85086,85086,,"1st Floor, 6 Leek Street, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,,
641,6090053,9429042528258,22 Aug 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6090053,6090053,,"Flat 8, 84 Alpha Street, Cambridge, Cambridge, 3434
, New Zealand","Flat 8, 84 Alpha Street, Cambridge, Cambridge, 3434
, New Zealand",,,,,,,,,,,,
642,1707380,9429034501573,06 Oct 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1707380,1707380,,"Finman Services (Waikanae) Limited, 499 Te Moana Road, Waikanae, 5036
, New Zealand","Finman Services (Waikanae) Limited, 499 Te Moana Road, Waikanae, 5036
, New Zealand",,,,,,,,,,,,
643,1362441,9429035850298,01 Aug 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1362441,1362441,,"139 Bairds Road, Otara, Auckland, 2023
, New Zealand","139 Bairds Road, Otara, Auckland, 2023
, New Zealand",,,,,,,,,,,,
644,129761,9429031918817,22 Mar 1967,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco129761,129761,,"Landsborough House, Level 3, Cnr Durham, & Gloucester Streets, Christchurch
, New Zealand","Landsborough House, Level 3, Cnr Durham, & Gloucester Streets, Christchurch
, New Zealand",,,,,,,,,,,,
645,1358142,9429035857143,31 Jul 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1358142,1358142,,"Marewa House, 106a Kennedy Road, Napier
, New Zealand","Marewa House, 106a Kennedy Road, Napier
, New Zealand",,,,,,,,,,,,
646,2095206,9429032905717,14 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2095206,2095206,,"194 Beachhaven Road, Birkenhead, Northshore
, New Zealand","194 Beachhaven Road, Birkenhead, Northshore
, New Zealand",,,,,,,,,,,,
647,1137190,9429036908141,09 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1137190,1137190,,"55 Queens Road, Nelson
, New Zealand","55 Queens Road, Nelson
, New Zealand",,,,,,,,,,,,
648,1275749,9429036130849,14 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1275749,1275749,,"C/- Gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand","C/- Gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
649,2108090,9429032852745,12 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2108090,2108090,,"6 Hart Street, Belleknowes, Dunedin, 9011
, New Zealand","6 Hart Street, Belleknowes, Dunedin, 9011
, New Zealand",,,,,,,,,,,,
650,6403478,9429046314000,23 Aug 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6403478,6403478,,"MACMILLAN ACCOUNTANTS, 31 White Street, Fenton Park, Rotorua, 3010
, New Zealand","MACMILLAN ACCOUNTANTS, 31 White Street, Fenton Park, Rotorua, 3010
, New Zealand",,,,,,,,,,,,
651,1238951,9429036333349,13 Sep 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1238951,1238951,,"Milnes Beatson Ltd, 29 Wallace Street, Motueka, 7120
, New Zealand","Milnes Beatson Ltd, 29 Wallace Street, Motueka, 7120
, New Zealand",,,,,,,,,,,,
652,1112572,9429037025731,07 Feb 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1112572,1112572,,"102 Bay Street, Red Beach, Auckland
, New Zealand","102 Bay Street, Red Beach, Auckland
, New Zealand",,,,,,,,,,,,
653,1960823,9429033277813,29 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1960823,1960823,,"25a Rogan Street, Hillsborough, Auckland
, New Zealand","25a Rogan Street, Hillsborough, Auckland
, New Zealand",,,,,,,,,,,,
654,1759532,9429034337813,24 Jan 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1759532,1759532,,"Kendons Scott Macdonald, 119 Blenheim Road, Riccarton, Christchurch
, New Zealand","Kendons Scott Macdonald, 119 Blenheim Road, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,
655,343557,9429039609953,30 Apr 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco343557,343557,,"Moxey Aitken & Broadbent, 39 Taharoto Rd, Takapuna, Auckland 1309
, New Zealand","Moxey Aitken Broadbent, 39 Taharoto Rd, Takapuna, Auckland 1309
, New Zealand",,,,,,,,,,,,
