,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,ACN Number:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
617,863496,9429038057380,15 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco863496,863496,,"William L Brown, 8 Durham Street, Rangiora
, New Zealand","William L Brown, 8 Durham Street, Rangiora
, New Zealand",,,,,,,,,,,,
618,2168761,9429032579499,08 Sep 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2168761,2168761,,"C/-cochrane Accountants Limited, First Floor, 267 Broadway Avenue, Palmerston North
, New Zealand","C/-cochrane Accountants Limited, First Floor, 267 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
619,1955369,9429033316666,29 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1955369,1955369,,"19 Invermay Ave, Mt Roskill, Auckland
, New Zealand","19 Invermay Ave, Mt Roskill, Auckland
, New Zealand",,,,,,,,,,,,
620,6175248,9429045835933,22 Nov 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6175248,6175248,,"sarjit Kuar, 8 Wiremu Street, Mount Eden, Auckland, 1041
, New Zealand","sarjit Kuar, 8 Wiremu Street, Mount Eden, Auckland, 1041
, New Zealand",,,,,,,,,,,,
621,100056,9429040440774,11 Feb 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco100056,100056,,"29 The Esplanade, Eastern Beach, Auckland
, New Zealand",,,,,,,,,,,,,
622,707644,9429038383717,06 Dec 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco707644,707644,,"30 Hawea Street, Mount Maunganui
, New Zealand","30 Hawea Street, Mount Maunganui
, New Zealand",,,,,,,,,,,,
623,1249679,9429036272358,23 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1249679,1249679,,"903-907 Heretaunga Street,west, Hastings
, New Zealand","1/78 King Street, Taradale, Napier, Hawke's Bay
, New Zealand",,,,,,,,,,,,
624,1958585,9429033293288,04 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1958585,1958585,,"8 Maldon Court, Manukau, Auckland
, New Zealand","8 Maldon Court, Manukau, Auckland
, New Zealand",,,,,,,,,,,,
625,8739427,9429051353438,24 May 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8739427,8739427,,"38 Tawhero Street, Mamaku, Mamaku, 3020
, New Zealand","38 Tawhero Street, Mamaku, Mamaku, 3020
, New Zealand",,,,,,,,,,,,
626,2012040,9429033086408,23 Oct 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2012040,2012040,,"16 Donegal Street, Avondale, Auckland, 0600
, New Zealand","16 Donegal Street, Avondale, Auckland, 0600
, New Zealand",,,,,,,,,,,,
627,543763,9429039000354,27 May 1992,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco543763,543763,,"94 Martin Street, Upper Hutt
, New Zealand","94 Martin Street, Upper Hutt
, New Zealand",,,,,,,,,,,,
628,657389,9429038567544,28 Aug 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco657389,657389,,"C/- Brown & Associates, 1st Floor, Wensley Building, 155 High Street, Motueka
, New Zealand","C/- Mark P. Brown, Chartered Accountant, 1st Floor Wensley Bldg, 155 High Str, .motueka
, New Zealand",,,,,,,,,,,,
629,8146748,9429048860161,09 Dec 2020,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8146748,8146748,,"12 Mon Desir Place, Manurewa, Auckland, 2102
, New Zealand","12 Mon Desir Place, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,,,,,
630,289467,9429039787347,01 Nov 1985,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco289467,289467,,"3 Waimea Street, New Plymouth
, New Zealand",,,,,,,,,,,,,
631,808107,9429038322808,24 May 1996,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco808107,808107,,"rose & Associates Ltd, 114 Memorial Avenue, Christchurch, 8053
, New Zealand","rose & Associates Ltd, 114 Memorial Avenue, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
632,7889,9429040954158,28 Nov 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco7889,7889,,"12 Chilton Grove, Lower Hutt
, New Zealand",,,,,,,,,,,,,
633,6312929,9429046194350,16 Jun 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6312929,6312929,,"C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
634,714739,9429038367908,04 Mar 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco714739,714739,,"C/-rodeald Hart Brown, 127 Durham Street, Tauranga
, New Zealand","C/-rodewald Hart Brown, 127 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,
635,1823613,9429034082430,30 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1823613,1823613,,"21 Ripon Crescent, Meadowbank, Auckland
, New Zealand","21 Ripon Crescent, Meadowbank, Auckland
, New Zealand",,,,,,,,,,,,
636,51402,9429040719665,17 Jun 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51402,51402,,"27 Belle Vue Ave, Northcote
, New Zealand",,,,,,,,,,,,,
637,1266266,9429036185658,23 Jan 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1266266,1266266,,"240a Sunset Road, Windsor Park, Auckland, 0632
, New Zealand","240a Sunset Road, Windsor Park, Auckland, 0632
, New Zealand",,,,,,,,,,,,
638,1911479,9429033593265,05 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1911479,1911479,,"Roseingrave & Vallance Limited, 34 Bannister Street, Masterton, 5810
, New Zealand","Roseingrave & Vallance Limited, 34 Bannister Street, Masterton, 5810
, New Zealand",,,,,,,,,,,,
639,176415,9429040146768,18 Apr 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco176415,176415,,"Anchor House, 80 London St, Hamilton
, New Zealand",,,,,,,,,,,,,
640,1186321,9429036638727,11 Feb 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1186321,1186321,,"10a Avenue Road, Timaru
, New Zealand","10a Avenue Road, Timaru
, New Zealand",,,,,,,,,,,,
641,117981,9429032026641,18 Jul 1983,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco117981,117981,,"13 Manniken Place, Unsworth Heights, Auckland
, New Zealand","13 Manniken Place, Unsworth Heights, Auckland
, New Zealand",,,,,,,,,,,,
642,1045362,9429037211820,03 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1045362,1045362,,"1st Floor, 7 Anzac Road, Browns Bay, Auckland
, New Zealand","1st Floor, 7 Anzac Road, Browns Bay, Auckland
, New Zealand",,,,,,,,,,,,
643,1181186,9429036667789,20 Dec 2001,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1181186,1181186,,"96 Bethlehem Heights, Bethlehem, Tauranga, 3110
, New Zealand","96 Bethlehem Heights, Bethlehem, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
644,235640,9429039967893,29 May 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco235640,235640,,"Peat Marwick Mitchell & Co, N Z I Building, Grey Street, Tauranga
, New Zealand","-
, New Zealand",,,,,,,,,,,,
645,7326979,9429047328327,15 Mar 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7326979,7326979,,"Urville Martin Assy, 25b Inkerman Street, Onehunga, Auckland, 1061
, New Zealand","Urville Martin Assy, 16 Kitewao Street, Northcote, Auckland, 0627
, New Zealand",,,,,,,,,,,,
646,8419504,9429050698936,01 Aug 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8419504,8419504,,"Amy Toulson, Flat 1, 2 Quentin Avenue, Epsom, Auckland, 1023
, New Zealand","Amy Toulson, Flat 1, 2 Quentin Avenue, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
647,1100718,9429037082895,13 Nov 2000,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco1100718,1100718,,"11/102 Greenhithe Road, Greenhithe, Auckland
, New Zealand","11/102 Greenhithe Road, Greenhithe, Auckland
, New Zealand",,,,,,,,,,,,
648,132525,9429031889353,12 Nov 1970,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco132525,132525,,"Meyer & Co Limited, 85 Picton Avenue, Christchurch
, New Zealand","Meyer & Co Limited, 85 Picton Avenue, Christchurch
, New Zealand",,,,,,,,,,,,
649,1235980,9429036351886,27 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1235980,1235980,,"Duns Limited, Level 16, 119 Armagh Street, Christchurch
, New Zealand","Duns Limited, Level 16, 119 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
650,589608,9429038842832,19 May 1993,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco589608,589608,,"18a Pukatea Avenue, Bushland Park, Albany 1311
, New Zealand","18a Pukatea Avenue, Bushland Park, Albany 1311
, New Zealand",,,,,,,,,,,,
651,1241339,9429036321261,17 Sep 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1241339,1241339,,"dux accounting, 47 Anzac Street, Takapuna, Auckland, 0622
, New Zealand","dux accounting, 47 Anzac Street, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,
652,839856,9429038172229,29 Jan 1997,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco839856,839856,,"122 Wairau Road, Takapuna
, New Zealand","122 Wairau Road, Takapuna
, New Zealand",,,,,,,,,,,,
653,1440459,9429035678755,04 Nov 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1440459,1440459,,"Allott Reeves & Co Limited, Unit 1b, 55 Epsom Road, Sockburn, Christchurch, 8443
, New Zealand","Allott Reeves & Co Limited, Unit 1b, 55 Epsom Road, Sockburn, Christchurch, 8443
, New Zealand",,,,,,,,,,,,
654,340591,9429039620682,21 Apr 1987,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco340591,340591,,"Gilligan & Co, 7 Rata St, New Lynn, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,
655,3188706,9429031319263,08 Nov 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3188706,3188706,,"6 Jubilee Crescent, Whakatane, Whakatane, 3120
, New Zealand","6 Jubilee Crescent, Whakatane, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
656,5962087,9429042301455,15 Apr 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5962087,5962087,,"Level 1, 205 Victoria Street, Te Aro, Wellington 6011
, New Zealand","Level 1, 205 Victoria Street, Te Aro, Wellington 6011
, New Zealand",,,,,,,,,,,,
657,1865398,9429033872438,20 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1865398,1865398,,"8a Felix Street, Onehunga
, New Zealand","8a Felix Street, Onehunga
, New Zealand",,,,,,,,,,,,
658,1150790,9429036835409,17 Jul 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1150790,1150790,,"Suite 10, Wicksteed Terrace,, Wicksteed Street, Wanganui, 4541
, New Zealand","Suite 10, Wicksteed Terrace,, Wicksteed Street, Wanganui, 4541
, New Zealand",,,,,,,,,,,,
659,1278246,9429036115532,19 Mar 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1278246,1278246,,"20 Brylee Drive, Conifer Grove, Takanini, 2112
, New Zealand","20 Brylee Drive, Conifer Grove, Takanini, 2112
, New Zealand",,,,,,,,,,,,
660,1226017,9429036407767,15 Jul 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1226017,1226017,,"1st Floor, Queens Arcade, 34-40 Queen St, Auckland
, New Zealand","1st Floor, Queens Arcade, 34-40 Queen St, Auckland
, New Zealand",,,,,,,,,,,,
661,193375,9429040081748,02 Jul 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco193375,193375,,"102 King Street,, Whakatane.
, New Zealand",,,,,,,,,,,,,
662,2389901,9429031695930,19 Jan 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2389901,2389901,,"20 Merton Avenue, Glenfield, Auckland, 0627
, New Zealand","20 Merton Avenue, Glenfield, Auckland, 0627
, New Zealand",,,,,,,,,,,,
663,6050809,9429042459347,20 Jul 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6050809,6050809,,"6 Baverton Drive, Flat Bush, Auckland, 2016
, New Zealand","6 Baverton Drive, Flat Bush, Auckland, 2016
, New Zealand",,,,,,,,,,,,
664,203727,9429040007885,08 Nov 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco203727,203727,,"C/- I E & M A Cooper, 15 Hildon Place, Taupo
, New Zealand","-
, New Zealand",,,,,,,,,,,,
665,116941,9429032047837,30 Mar 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco116941,116941,,"387-391 Great North Rd, Henderson
, New Zealand",,,,,,,,,,,,,
666,3494931,9429031000192,01 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3494931,3494931,,"2/465 Mt Eden Road, Mt Eden, Auckland, 1024
, New Zealand","2/465 Mt Eden Road, Mt Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
667,49546,9429040729039,08 Apr 1952,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco49546,49546,,"C/- Restructuring Services Limited, 12 Findlay Street, Ellerslie, Auckland, 1051
, New Zealand","C/- Restructuring Services Limited, 12 Findlay Street, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,,,,,
668,103443,9429040415260,12 Jul 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103443,103443,,"13a Shore Road, Remuera, Auckland 5
, New Zealand",,,,,,,,,,,,,
669,5596489,9429041617540,20 Feb 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5596489,5596489,,"Flat 4, 39 Turama Road, Royal Oak, Auckland, 1023
, New Zealand","Flat 4, 39 Turama Road, Royal Oak, Auckland, 1023
, New Zealand",,,,,,,,,,,,
670,3977560,9429030536555,28 Aug 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3977560,3977560,,"VANBURWRAY CHARTERED ACCOUNTANTS LTD, 7 Liardet Street, New Plymouth, 4310
, New Zealand","VANBURWRAY CHARTERED ACCOUNTANTS LTD, 7 Liardet Street, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
671,1198721,9429036565733,08 Apr 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1198721,1198721,,"4 Dawson Street,berhampare, Wellington, 6023
, New Zealand","4 Dawson Street,berhampare, Wellington, 6023
, New Zealand",,,,,,,,,,,,
672,33979,9429040815008,28 Oct 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco33979,33979,,"Room 5, Hartham Court Bldg, Hartham Place, Porirua
, New Zealand",,,,,,,,,,,,,
673,121287,9429031996594,08 May 1930,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco121287,121287,,"1st Floor, York House, 67 Worcester Street, Christchurch
, New Zealand",,,,,,,,,,,,,
674,1052184,9429037185008,01 Aug 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1052184,1052184,,"67 Cobham Crescent, Kelston, Auckland
, New Zealand","2 Manston Road, Mangere Central, Auckland
, New Zealand",,,,,,,,,,,,
675,5921967,9429042248897,18 Mar 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5921967,5921967,,"M. Joseph Limited, 40 Beaumaris Boulevard, Bethlehem, Tauranga, 3110
, New Zealand","M. Joseph Limited, 40 Beaumaris Boulevard, Bethlehem, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
676,1584146,9429035047759,07 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1584146,1584146,,"North Canterbury Accountants Limited, 27 Woodend Road, Woodend, Woodend, 7610
, New Zealand","North Canterbury Accountants Limited, 27 Woodend Road, Woodend, Woodend, 7610
, New Zealand",,,,,,,,,,,,
677,2139172,9429032711042,10 Jun 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2139172,2139172,,"92 Paterson Street, Grasmere, Invercargill, 9810
, New Zealand","92 Paterson Street, Grasmere, Invercargill, 9810
, New Zealand",,,,,,,,,,,,
678,191390,9429040096636,24 Dec 1970,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco191390,191390,,"123 Jellicoe Street, Te Puke
, New Zealand","123 Jellicoe Street, Te Puke
, New Zealand",,,,,,,,,,,,
679,2245101,9429032240672,22 May 2009,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2245101,2245101,,"Johnston O'Shea Limited, 1a Douglas Street, Kensington, Whangarei, 0112
, New Zealand","Johnston O'Shea Limited, 1a Douglas Street, Kensington, Whangarei, 0112
, New Zealand",,,,,,,,,,,,
680,1585423,9429035040811,13 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1585423,1585423,,"5 Edmonds Drive, Wanganui
, New Zealand","5 Edmonds Drive, Wanganui
, New Zealand",,,,,,,,,,,,
681,41151,9429040751467,15 Aug 1912,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco41151,41151,,"454 Mt Eden Rd, Auckland
, New Zealand",,,,,,,,,,,,,
682,514604,9429039084828,05 Jul 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco514604,514604,,"Customhouse, Level 9, 50 Anzac Avenue, Auckland
, New Zealand","Customhouse, Level 9, 50 Anzac Avenue, Auckland
, New Zealand",,,,,,,,,,,,
683,6969673,9429046953643,09 Aug 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6969673,6969673,,"37 Barbados Way, One Tree Point, One Tree Point, 0118
, New Zealand","37 Barbados Way, One Tree Point, One Tree Point, 0118
, New Zealand",,,,,,,,,,,,
684,94838,9429040486307,26 Jun 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco94838,94838,,"Unit 1, 18b Glencoe Road, Browns Bay, Auckland 10
, New Zealand",,,,,,,,,,,,,
685,104071,9429040406244,04 Oct 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco104071,104071,,"94a Glengarry Rd, Glen Eden, Auckland
, New Zealand",,,,,,,,,,,,,
686,2290123,9429032089653,11 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2290123,2290123,,"1/37 Michaels Ave, Ellerslie, Auckland
, New Zealand","1/37 Michaels Ave, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,
687,3444931,9429031041959,27 Jun 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3444931,3444931,,"232 Fergusson Drive, Heretaunga, Upper Hutt, 5018
, New Zealand","232 Fergusson Drive, Heretaunga, Upper Hutt, 5018
, New Zealand",,,,,,,,,,,,
688,236249,9429039965738,07 Mar 1984,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco236249,236249,,"9 Belvedere Road, Carterton
, New Zealand","9 Belvedere Road, Carterton
, New Zealand",,,,,,,,,,,,
689,70833,9429040640235,27 Jun 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70833,70833,,"Cnr Great Nth Road, & Trading Place, Henderson, Auckland 8
, New Zealand",,,,,,,,,,,,,
