,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
560,118862,9429032015232,29 Jan 1959,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco118862,118862,,"C/o F C Neal, Dillons Point Rd, Blenheim
, New Zealand",,,,,,
561,126615,9429031949958,08 Jun 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco126615,126615,,"8 Corbett Drive, Tauranga
, New Zealand",,Showing 2 of 2 directors,,,,
562,1959749,9429033283685,25 Jun 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1959749,1959749,,"25b Devonshire Road, Unsworth Heights, Auckland
, New Zealand","25b Devonshire Road, Unsworth Heights, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
563,304554,9429039735348,21 May 1986,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco304554,304554,,"Bowden Impey & Sage, Parnell House, 470 Parnell Road, Parnell
, New Zealand",,Showing 2 of 2 directors,,,,
564,1453540,9429035652977,26 Nov 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1453540,1453540,,"103 Melanesia Road, Kohimarama, Auckland
, New Zealand","103 Melanesia Road, Kohimarama, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
565,5200201,9429041225127,13 May 2014,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5200201,5200201,,"TRIDENT TRUST COMPANY (NZ) LIMITED, Level 2, 41 Bath Street, Parnell, Auckland, 1052
, New Zealand","TRIDENT TRUST COMPANY (NZ) LIMITED, Level 2, 41 Bath Street, Parnell, Auckland, 1052
, New Zealand",Showing 2 of 3 directors,,,,
566,575108,9429038891182,08 Jan 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco575108,575108,,"29 Miltonia Avenue, Te Atatu South, Waitakere, 0610
, New Zealand","29 Miltonia Avenue, Te Atatu South, Waitakere, 0610
, New Zealand",Showing 2 of 2 directors,,,,
567,21815,9429040889047,28 Mar 1934,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco21815,21815,,"28 Holmwood Road, Fendalton, Christchurch
, New Zealand","28 Holmwood Road, Fendalton, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
568,91609,9429040507071,27 Jun 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco91609,91609,,"6 Hall Street, Pukekohe
, New Zealand",,,,,,
569,1210272,9429036497850,15 May 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1210272,1210272,,"Gilmore Brown Ltd, Chartered, Accountants, 4th Floor, 30-34, Rathbone Str, Whangarei
, New Zealand","Gilmore Brown Ltd, Chartered, Accountants, 4th Floor, 30-34, Rathbone Str, Whangarei
, New Zealand",Showing 1 of 1 directors,,,,
570,68174,9429040655062,29 Mar 1965,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco68174,68174,,"20 Tide Close, Mt Wellington, Auckland
, New Zealand","20 Tide Close, Mt Wellington, Auckland
, New Zealand",Showing 2 of 3 directors,,,,
571,156880,9429040258058,22 Dec 1970,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco156880,156880,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",Showing 1 of 1 directors,,,,
572,5895384,9429042205319,25 Feb 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5895384,5895384,,"COOMBE SMITH (PN) LIMITED, 168 Broadway Avenue, Palmerston North, 4414
, New Zealand","COOMBE SMITH (PN) LIMITED, 168 Broadway Avenue, Palmerston North, 4414
, New Zealand",Showing 1 of 1 directors,,,,
573,1529188,9429035312390,25 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1529188,1529188,,"1 Scenic Dr, Titirangi, Auckland
, New Zealand","1 Scenic Dr, Titirangi, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
574,14494,9429040925318,06 Jul 1962,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco14494,14494,,"C/o Gilfillan Morris & Co, Willbank House, 57 Willis St, Wellington
, New Zealand",,,,,,
575,97536,9429040464275,24 Mar 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco97536,97536,,"C/- Mclaren Guise Associates, Lincoln Manor, 293 Lincoln Road, Waitakere City
, New Zealand","C/- Mclaren Guise Associates, Lincoln Manor, 293 Lincoln Road, Waitakere City
, New Zealand",Showing 2 of 2 directors,,,,
576,91070,9429040513331,13 May 1974,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco91070,91070,,"Frank Caldwell, 137 Monk Road, Whangarei, 0187
, New Zealand","Frank Caldwell, 137 Monk Road, Whangarei, 0187
, New Zealand",Showing 2 of 2 directors,,,,
577,2120744,9429032787139,23 Apr 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2120744,2120744,,"Diprose Miller Limited, 53-61 Whitaker Street, Te Aroha, 3320
, New Zealand","Diprose Miller Limited, 53-61 Whitaker Street, Te Aroha, 3320
, New Zealand",Showing 2 of 2 directors,,,,
578,29571,9429040846118,07 Jun 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco29571,29571,,"339 Tremaine Ave, Palmerston North
, New Zealand","339 Tremaine Ave, Palmerston North
, New Zealand",Showing 2 of 2 directors,,,,
579,22331,9429040887494,27 Jun 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco22331,22331,,"23 Raroa Road, Lower Hutt
, New Zealand",,,,,,
580,692637,9429038431111,28 Aug 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco692637,692637,,"7th Floor, 61 High Street, Auckland
, New Zealand","7th Floor, 61 High Street, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
581,984799,9429037457167,01 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco984799,984799,,"231 Lichfield Street, Christchurch
, New Zealand","4th Floor, 138 Victoria Street, Christchurch
, New Zealand",Showing 2 of 5 directors,,,,
582,5545048,9429041552087,22 Dec 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5545048,5545048,,"47 Masters Place, Favona, Auckland, 2024
, New Zealand","47 Masters Place, Favona, Auckland, 2024
, New Zealand",Showing 1 of 1 directors,,,,
583,158716,9429040245003,08 Dec 1930,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco158716,158716,,"C/- Brown Webb & Co, Chartered Accountants, 111e Avenue Road, Hastings
, New Zealand","-
, New Zealand",,,,,
584,4270,9429040965673,29 Jul 1943,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4270,4270,,"7 Aotaki Street, Otaki
, New Zealand","7 Aotaki Street, Otaki
, New Zealand",Showing 1 of 1 directors,,,,
585,444240,9429039293251,20 Oct 1989,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco444240,444240,,"8a, The Promenade, Takapuna, Auckland
, New Zealand","8a, The Promenade, Takapuna, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
586,99515,9429040445748,16 Nov 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco99515,99515,,"17 Rippleside Place, Papakura, Auckland
, New Zealand",,,,,,
587,150855,9429040285139,30 Jun 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco150855,150855,,"Kirk Barclay & Co, 14 Tarbert St, Alexandra
, New Zealand",,,,,,
588,36128,9429040796925,17 Dec 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco36128,36128,,"Official Assignee, 159 Hereford Street, Christchurch
, New Zealand",,,,,,
589,1240113,9429036327119,01 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1240113,1240113,,"14 Karepo Crescent, Ranui, Auckland
, New Zealand","14 Karepo Crescent, Ranui, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
590,92350,9429040500607,29 Aug 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco92350,92350,,"4/278 Shirley Rd, Papatoetoe
, New Zealand",,,,,,
591,6273433,9429046096654,27 Apr 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6273433,6273433,,"Ford Simpson Ltd, 18 Woollcombe Street, Timaru, Timaru, 7910
, New Zealand","Ford Simpson Ltd, 18 Woollcombe Street, Timaru, Timaru, 7910
, New Zealand",Showing 1 of 1 directors,,,,
592,2329599,9429031880886,07 Oct 2009,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2329599,2329599,,"7 Wilson Place,, Marton
, New Zealand","7 Wilson Place, Marton
, New Zealand",Showing 1 of 1 directors,,,,
593,1959386,9429033289656,02 Jul 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1959386,1959386,,"2 Tanekaha Street, Edgecumbe 3120
, New Zealand","2 Tanekaha Street, Edgecumbe
, New Zealand",Showing 1 of 1 directors,,,,
594,36726,9429040790534,14 Jul 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco36726,36726,,"Official Assignee, 159 Hereford Street, Christchurch
, New Zealand",,,,,,
595,1124167,9429036965359,20 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1124167,1124167,,"Hobden & Martin Ltd, Chartered, Accountants, 1st Floor, Dairy House, Porowini Ave, Whangarei
, New Zealand","Hobden & Martin Ltd, Chartered, Accountants, 1st Floor, Dairy House, Porowini Ave, Whangarei
, New Zealand",Showing 2 of 3 directors,,,,
596,87345,9429040540962,24 May 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco87345,87345,,"1 Thompson Road, Panmure
, New Zealand",,,,,,
597,3921018,9429030583634,20 Jul 2012,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco3921018,3921018,,"ROSS & WHITNEY, Level 6, 128 Broadway, Newmarket, 0000
, New Zealand","ROSS & WHITNEY, Level 6, 128 Broadway, Newmarket, 0000
, New Zealand",Showing 2 of 3 directors,,,,
598,1235526,9429036354702,28 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1235526,1235526,,"505 Swanson Road, Swanson, Auckland
, New Zealand","505 Swanson Road, Swanson, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
599,5917328,9429042242550,18 Mar 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5917328,5917328,,"41 Ballymore Drive, Pinehill, Auckland, 0632
, New Zealand","41 Ballymore Drive, Pinehill, Auckland, 0632
, New Zealand",Showing 1 of 1 directors,,,,
600,5512146,9429041517291,27 Nov 2014,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5512146,5512146,,"BDO Invercargill, 136 Spey Street, Invercargill, 9810
, New Zealand","BDO Invercargill, 136 Spey Street, Invercargill, 9810
, New Zealand",Showing 1 of 1 directors,,,,
601,1928460,9429033483368,02 Apr 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1928460,1928460,,"Gener8, 182 Teasdale Street, Te Awamutu, 3800
, New Zealand","Gener8, 182 Teasdale Street, Te Awamutu, 3800
, New Zealand",Showing 1 of 1 directors,,,,
602,78040,9429040600987,27 Nov 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco78040,78040,,"72 Albert St, Auckland 1
, New Zealand",,,,,,
603,71277,9429040637693,30 Aug 1966,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco71277,71277,,"Nair & Associates Chartered Accts, 511 Manukau Road, Epsom, Auckland
, New Zealand","Nair & Associates Chtd Accts, 511 Manukau Road, Epsom, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
604,124885,9429031968492,06 Aug 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco124885,124885,,"C/o Tv Bailey, 242 Manchester Street, Christchurch
, New Zealand",,,,,,
605,3030281,9429031457347,10 Aug 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3030281,3030281,,"35 Acacia Drive, Raumanga, Whangarei, 0110
, New Zealand","35 Acacia Drive, Raumanga, Whangarei, 0110
, New Zealand",Showing 1 of 1 directors,,,,
606,1056461,9429037171605,15 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1056461,1056461,,"Ashton Wheelans & Hegan Limited, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand","Ashton Wheelans & Hegan Limited, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
607,7301938,9429047323100,13 Mar 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7301938,7301938,,"81 Horomatangi Street, Taupo, Taupo, 3330
, New Zealand","81 Horomatangi Street, Taupo, Taupo, 3330
, New Zealand",Showing 2 of 2 directors,,,,
608,163782,9429040218342,24 Aug 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco163782,163782,,"Deloitte Haskins & Sells, Corner Queen & Warren Streets, Hastings
, New Zealand","-
, New Zealand",,,,,
609,1079247,9429037126063,26 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1079247,1079247,,"35 Acorn Close, St Martins, Christchurch 8002
, New Zealand","35 Acorn Close, St Martins, Christchurch 8002
, New Zealand",Showing 2 of 2 directors,,,,
610,5408521,9429041343678,29 Jul 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5408521,5408521,,"72a Cook Street, Howick, Auckland, 2014
, New Zealand","72a Cook Street, Howick, Auckland, 2014
, New Zealand",Showing 1 of 1 directors,,,,
611,895605,9429037906009,17 Feb 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco895605,895605,,"Building 4, 331 Rosedale Road, Albany, Auckland
, New Zealand","Building 4, 331 Rosedale Road, Albany, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
612,1396586,9429035772569,22 Sep 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1396586,1396586,,"G W Scott & Associates Limited, 23 Empire Street, Cambridge
, New Zealand","G W Scott & Associates Limited, 23 Empire Street, Cambridge
, New Zealand",Showing 2 of 2 directors,,,,
613,1333695,9429035927327,18 Jun 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1333695,1333695,,"7 Trevola Street, Blockhouse Bay, Auckland
, New Zealand","7 Trevola Street, Blockhouse Bay, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
614,2171710,9429032564679,12 Sep 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2171710,2171710,,"Hughson & Associates, 26 Wellington Street, Hawera, 4610
, New Zealand","Hughson & Associates, 26 Wellington Street, Hawera, 4610
, New Zealand",Showing 1 of 1 directors,,,,
615,97465,9429040463964,17 Mar 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco97465,97465,,"C/o Ibbotson & Hargreaves, 15 East St, Papakura
, New Zealand",,Showing 2 of 2 directors,,,,
616,1125106,9429036960910,22 Mar 2001,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1125106,1125106,,"Mallett Angelo Quinn Ltd, 1st Floor, 5 Hunt Street, Whangarei
, New Zealand","Mallett Angelo Quinn Ltd, 1st Floor, 5 Hunt Street, Whangarei
, New Zealand",Showing 2 of 2 directors,,,,
617,6327989,9429046221520,03 Jul 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6327989,6327989,,"3 Otley Street, Christchurch Central, Christchurch, 8013
, New Zealand","3 Otley Street, Christchurch Central, Christchurch, 8013
, New Zealand",Showing 1 of 1 directors,,,,
618,1282062,9429036091515,10 Apr 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1282062,1282062,,"9 Newport Street, Mornington, Dunedin
, New Zealand","9 Newport Street, Mornington, Dunedin
, New Zealand",Showing 1 of 1 directors,,,,
619,2254935,9429032215342,03 Jun 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2254935,2254935,,"161 Knights Road, Lower Hutt
, New Zealand","161 Knights Road, Lower Hutt
, New Zealand",Showing 2 of 2 directors,,,,
620,95850,9429040474472,24 Sep 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco95850,95850,,"Unit 1, 13 Athens Rd, Onehunga, Auckland 6
, New Zealand",,,,,,
621,1171834,9429036719174,15 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1171834,1171834,,"8 Elizabeth Street, Moera, Lower Hutt, Wellington
, New Zealand","8 Elizabeth Street, Moera, Lower Hutt, Wellington
, New Zealand",Showing 1 of 1 directors,,,,
622,78964,9429040593036,21 Apr 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco78964,78964,,"766 Remuera Rd, Auckland
, New Zealand","766 Remuera Rd, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
623,3677414,9429030861244,01 Dec 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3677414,3677414,,"108 Rockfield Road, Penrose, Auckland, 1061
, New Zealand","108 Rockfield Road, Penrose, Auckland, 1061
, New Zealand",Showing 1 of 1 directors,,,,
624,1615888,9429034861325,30 Mar 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1615888,1615888,,"39 Ellery St, Ngaruawahia
, New Zealand","39 Ellery St, Ngaruawahia
, New Zealand",Showing 1 of 1 directors,,,,
625,595336,9429038824852,11 Aug 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco595336,595336,,"89 Great Barrier Road, Enclosure Bay, Waiheke
, New Zealand","89 Great Barrier Road, Enclosure Bay, Waiheke
, New Zealand",Showing 2 of 2 directors,,,,
626,149131,9429040295343,23 Jul 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco149131,149131,,"C/o Clarke Craw & Partners, 109 Princes St, Dunedin
, New Zealand","-
, New Zealand",,,,,
627,66497,9429040663494,21 May 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco66497,66497,,"C/o C G Inwood, 4 Ingram Street, Papakura
, New Zealand",,,,,,
628,144608,9429040319209,19 Oct 1951,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco144608,144608,,"Clarke Craw & Partners, Cnr Clark St & High St, Dunedin
, New Zealand","-
, New Zealand",,,,,
629,1033505,9429037270001,04 May 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1033505,1033505,,"91 Clarence Street, Hamilton
, New Zealand","91 Clarence Street, Hamilton
, New Zealand",Showing 1 of 1 directors,,,,
630,14076,9429040926155,06 Dec 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco14076,14076,,"14 Ganges Road, Khandallah, Wellington
, New Zealand",,Showing 2 of 2 directors,,,,
631,190628,9429040099941,09 Mar 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco190628,190628,,"18 Hillcrest Avenue, Hillcrest, Rotorua, 3015
, New Zealand","18 Hillcrest Avenue, Hillcrest, Rotorua, 3015
, New Zealand",Showing 2 of 2 directors,,,,
632,82749,9429040572697,28 Oct 1971,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco82749,82749,,"Gg & La Wright Limited, 2a Kipling Avenue, Epsom, Auckland
, New Zealand",,,,,,
633,2147943,9429032672466,01 Jul 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2147943,2147943,,"10 Jenner Place, Avondale, Auckland
, New Zealand","10 Jenner Place, Avondale, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
