,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
573,668350,9429038512865,13 Feb 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco668350,668350,,"55 Freemans Road, Otaki
, New Zealand","55 Freemans Road, Otaki
, New Zealand",,,,,,,,,,,,
574,5556141,9429041565506,13 Jan 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5556141,5556141,,"19a Wantwood Grove, Churton Park, Wellington, 6037
, New Zealand","19a Wantwood Grove, Churton Park, Wellington, 6037
, New Zealand",,,,,,,,,,,,
575,60390,9429040687865,30 Sep 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco60390,60390,,"Okiato Rd Okiato Pt, Opua, C/o Post Office Opua, Bay Of Islands
, New Zealand",,,,,,,,,,,,,
576,2314913,9429031955997,07 Sep 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2314913,2314913,,"145 Manukau Road, Epsom
, New Zealand","145 Manukau Road, Epsom
, New Zealand",,,,,,,,,,,,
577,4609841,9429030089006,23 Aug 2013,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4609841,4609841,,"Level 2, Building 5, 60 Highbrook Drive, East Tamaki, 2013
, New Zealand","Level 2, Building 5, 60 Highbrook Drive, East Tamaki, 2013
, New Zealand",,,,,,,,,,,,
578,1573744,9429035094456,04 Nov 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1573744,1573744,,"1 San Luis Place, Howick, South Auckland
, New Zealand","1 San Luis Place, Howick, South Auckland
, New Zealand",,,,,,,,,,,,
579,5896189,9429042207429,04 Mar 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5896189,5896189,,"HILLS AND ASSOCIATES LIMITED, 68 Potts Road, Whitford, Auckland, 2571
, New Zealand","HILLS AND ASSOCIATES LIMITED, 68 Potts Road, Whitford, Auckland, 2571
, New Zealand",,,,,,,,,,,,
580,9830,9429040945095,14 May 1956,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9830,9830,,"M/s Chapman Ross & Co, 180 Main Rd, Upper Hutt
, New Zealand",,,,,,,,,,,,,
581,72013,9429040632612,21 Dec 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco72013,72013,,"45a Wentworth Ave, Papatoetoe
, New Zealand",,,,,,,,,,,,,
582,62648,9429040679679,02 Mar 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco62648,62648,,"Redan Rd, Kaitaia
, New Zealand",,,,,,,,,,,,,
583,1283828,9429036081134,17 Mar 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1283828,1283828,,"20 Challenger Street, St Heliers, Auckland
, New Zealand","20 Challenger Street, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
584,1892846,9429033709260,19 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1892846,1892846,,"110b Clyde St, Island Bay, Wellington, 6023
, New Zealand","110b Clyde St, Island Bay, Wellington, 6023
, New Zealand",,,,,,,,,,,,
585,4397818,9429030267787,11 Apr 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4397818,4397818,,"58 Swann Beach Road, Stanmore Bay, Whangaparaoa, 0932
, New Zealand","58 Swann Beach Road, Stanmore Bay, Whangaparaoa, 0932
, New Zealand",,,,,,,,,,,,
586,3962098,9429030547179,17 Aug 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3962098,3962098,,"HL Engineering Ltd, 223 Weld Street, Witherlea, Blenheim, 7201
, New Zealand","HL Engineering Ltd, 223 Weld Street, Witherlea, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
587,1198292,9429036568499,25 Mar 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1198292,1198292,,"C/-meltzer Mason Heath, Level 16, No. 7 City Road, Auckland
, New Zealand","C/-meltzer Mason Heath, Level 16, No. 7 City Road, Auckland
, New Zealand",,,,,,,,,,,,
588,1235052,9429036356195,22 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1235052,1235052,,"C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand","C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand",,,,,,,,,,,,
589,7245879,9429047259256,07 Feb 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7245879,7245879,,"184 Stapleford Crescent, Browns Bay, Auckland, 0630
, New Zealand","184 Stapleford Crescent, Browns Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
590,147559,9429040302881,09 Sep 1968,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco147559,147559,,"Offices Of Messrs Gibson Beale & Aylward, 83 The Square, Palmerston North
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
591,163856,9429040216294,15 Nov 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco163856,163856,,"52 High St, Waipawa
, New Zealand",,,,,,,,,,,,,
592,197983,9429040050409,30 Nov 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco197983,197983,,"B D O Taranaki Limited, 10 Young Street, New Plymouth, 4310
, New Zealand","B D O Taranaki Limited, 10 Young Street, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
593,66128,9429040663937,23 Mar 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco66128,66128,,"C/o Mr R J E Ferrif, 7 Mason Ave, Otahuhu
, New Zealand",,,,,,,,,,,,,
594,2356397,9429031790628,04 Nov 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2356397,2356397,,"Asb Bank Centre Level 18, 135 Albert Street, Auckland,  1010
, New Zealand","Asb Bank Centre Level 18, 135 Albert Street, Auckland,  1010
, New Zealand",,,,,,,,,,,,
595,1133805,9429036926107,23 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1133805,1133805,,"C/ Chatfield & Co,chartered Accountants, Level 10, Newcall Tower, 44 Khyber Pass Road, Auckland 1001
, New Zealand","C/-chatfield & Co, Level 10/newcall Tower, 44 Khyber Pass Road, Auckland
, New Zealand",,,,,,,,,,,,
596,144908,9429040317199,03 May 1954,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco144908,144908,,"C/- Brady & Wollstein, Chartered Accountants, 6 Coquet Street, Oamaru
, New Zealand","-
, New Zealand",,,,,,,,,,,,
597,5888440,9429042186632,15 Feb 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5888440,5888440,,"Southern Business Centre, 55 Wordsworth Street Sydenham, Christchurch,  8023
, New Zealand","Southern Business Centre, 55 Wordsworth Street Sydenham, Christchurch,  8023
, New Zealand",,,,,,,,,,,,
598,7175913,9429047182707,13 Dec 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7175913,7175913,,"50a Riverlea Avenue, Pakuranga, Auckland, 2010
, New Zealand","50a Riverlea Avenue, Pakuranga, Auckland, 2010
, New Zealand",,,,,,,,,,,,
599,1818393,9429034111819,16 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1818393,1818393,,"572 Bower Avenue, Christchurch
, New Zealand","572 Bower Avenue, Christchurch
, New Zealand",,,,,,,,,,,,
600,163616,9429040217512,08 Dec 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco163616,163616,,"C/o Esam & Cushing & Co, 120 N Karamu Rd, Box 941, Hastings
, New Zealand",,,,,,,,,,,,,
601,1252698,9429036259168,04 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1252698,1252698,,"329 Traflagar Sq, Nelson
, New Zealand","329 Trafalgar Sq, Nelson
, New Zealand",,,,,,,,,,,,
602,4347,9429040966601,20 Apr 1944,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco4347,4347,,"C/o Fenwicke Radford&fisher, Boon Street, Whakatane
, New Zealand",,,,,,,,,,,,,
603,5637111,9429041658314,17 Mar 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5637111,5637111,,"G Geursen Engineering Limited, 19 Captain Cook Road, Rd 1, Whitianga, 3591
, New Zealand","G Geursen Engineering Limited, 19 Captain Cook Road, Rd 1, Whitianga, 3591
, New Zealand",,,,,,,,,,,,
604,10848,9429040941493,04 Sep 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10848,10848,,"Tarrant & Naylor, Bruce St, Hunterville
, New Zealand",,,,,,,,,,,,,
605,1193167,9429036598694,20 Mar 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1193167,1193167,,"Hendl Business & Accounting Limited, 75 Aerodrome Road, Rd1, Whakatane, 3191
, New Zealand","Hendl Business & Accounting Limited, 75 Aerodrome Road, Rd1, Whakatane, 3191
, New Zealand",,,,,,,,,,,,
606,2194259,9429032461497,05 Dec 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2194259,2194259,,"Jun & Associates Limited, 19/212 Antigua Street, Christchurch, 8011
, New Zealand","Jun & Associates Limited, 19/212 Antigua Street, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
607,163632,9429040219042,13 Jan 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco163632,163632,,"C/o M/s Walker & Heron, Marine Parade Box 113, Wairoa
, New Zealand",,,,,,,,,,,,,
608,1308841,9429035962885,27 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1308841,1308841,,"Ingham Mora Limited, Chartered Accountants, 9 Prince Avenue, Mount Maunganui
, New Zealand","Ingham Mora Limited, Chartered Accountants, 9 Prince Avenue, Mount Maunganui
, New Zealand",,,,,,,,,,,,
609,42336,9429040749709,13 May 1929,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco42336,42336,,"5th Flr Achilles Hse, 47 Customs St, Auckland
, New Zealand",,,,,,,,,,,,,
610,2072257,9429032989175,16 Jan 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2072257,2072257,,"40a Medway Street, Richmond, Christchurch, 8013
, New Zealand","40a Medway Street, Richmond, Christchurch, 8013
, New Zealand",,,,,,,,,,,,
611,160585,9429040237374,03 Jul 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco160585,160585,,"8 Te Mata Rd, Havelock North
, New Zealand",,,,,,,,,,,,,
612,192674,9429040086071,13 Oct 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco192674,192674,,"C/o Noble & Lee, Arawa St Box 76, Matamata
, New Zealand",,,,,,,,,,,,,
613,3682175,9429030855373,07 Dec 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3682175,3682175,,"SSS ENTERPRISES AND ACCOUNTING SERVICES LIMITED, 5 Bittern Place, Henderson, Waitakere, 0610
, New Zealand","Samisoni, 14 Frederick Street, Hillsborough, Auckland, 1042
, New Zealand",,,,,,,,,,,,
614,187979,9429040114750,22 Jun 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco187979,187979,,"23 Toko Street, Rotorua
, New Zealand",,,,,,,,,,,,,
615,1981290,9429033155920,31 Aug 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1981290,1981290,,"Johnston O'shea Limited, 9-11 Reyburn Street, Whangarei
, New Zealand","Johnston O'shea Limited, 9-11 Reyburn Street, Whangarei
, New Zealand",,,,,,,,,,,,
616,54543,9429040709840,29 Nov 1956,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco54543,54543,,"5 Homestead Dr, Panmure, Auckland
, New Zealand",,,,,,,,,,,,,
617,61164,9429040683607,28 Mar 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61164,61164,,"66 Red Hill Rd, Papakura
, New Zealand",,,,,,,,,,,,,
618,964233,9429037560997,11 Jun 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco964233,964233,,"493 New North Road, Kingsland, Auckland
, New Zealand","493 New North Road, Kingsland, Auckland
, New Zealand",,,,,,,,,,,,
619,3892564,9429030617568,25 Jun 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3892564,3892564,,"16 City View Grove, Harbour View, Lower Hutt, 5010
, New Zealand","16 City View Grove, Harbour View, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
620,4801699,9429040979489,21 Nov 2013,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4801699,4801699,,"317 State Highway 5, Wairakei 3377, 3377
, New Zealand","317 State Highway 5, Wairakei 3377, 3377
, New Zealand",,,,,,,,,,,,
621,98659,9429040452647,02 Aug 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco98659,98659,,"Mitchell Covacich & Co, Cnr Nile & Forrest Hill Rds, Wairau Valley, Auckland 10
, New Zealand",,,,,,,,,,,,,
622,48726,9429040730325,06 Mar 1951,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco48726,48726,,"Byers & Co, 5 Dickeson Street, Kaikohe
, New Zealand","Byers & Co, 5 Dickeson Street, Kaikohe
, New Zealand",,,,,,,,,,,,
623,5504699,9429041508725,16 Dec 2014,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5504699,5504699,,"1 Raymond Terrace, Northcote, Auckland, 0627
, New Zealand","1 Raymond Terrace, Northcote, Auckland, 0627
, New Zealand",,,,,,,,,,,,
624,194818,9429040071695,18 Oct 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco194818,194818,,"D V Bryant Trust Building, Alexandra Street, Hamilton
, New Zealand",,,,,,,,,,,,,
625,7881816,9429047930285,10 Feb 2020,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7881816,7881816,,"H & H Property reports Limited, 47 Ayers Street, Rangiora, Rangiora, 7400
, New Zealand","H & H Property reports Limited, 47 Ayers Street, Rangiora, Rangiora, 7400
, New Zealand",,,,,,,,,,,,
626,1565128,9429035136804,11 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1565128,1565128,,"300 Ellerslie-panmure Highway, Ellerslie, Auckland
, New Zealand","300 Ellerslie-panmure Highway, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,
627,133834,9429031873840,22 Aug 1972,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco133834,133834,,"Ainger Tomlin Ltd, Level 1, Ainger Tomlin House, 136 Ilam Road, Ilam, Christchurch, 8041
, New Zealand","Ainger Tomlin Ltd, Level 1, Ainger Tomlin House, 136 Ilam Road, Ilam, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
628,1824953,9429034076118,02 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1824953,1824953,,"1/31 St Leonards Road, Kelston, Auckland
, New Zealand","1/31 St Leonards Road, Kelston, Auckland
, New Zealand",,,,,,,,,,,,
629,1273231,9429036144815,04 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1273231,1273231,,"C/-philp Accounting Services Ltd, 38 Beauchamp Street, Tawa
, New Zealand","C/-philp Accounting Services Ltd, 38 Beauchamp Street, Tawa
, New Zealand",,,,,,,,,,,,
630,2092268,9429032917871,14 Feb 2008,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco2092268,2092268,,"Bhw Limited, Level 3, 27 Bath Street, Parnell, Auckland, 1052
, New Zealand","Bhw Limited, Level 3, 27 Bath Street, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
631,5972547,9429042332015,04 May 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5972547,5972547,,"13 Huntington Park Drive, Auckland, 0632
, New Zealand","13 Huntington Park Drive, Auckland, 0632
, New Zealand",,,,,,,,,,,,
632,1928468,9429033484365,03 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1928468,1928468,,"28 A Kesnia Drive, Flatbush,manukau, Auckland
, New Zealand","28 A Kesnia Drive, Flatbush,manukau, Auckland
, New Zealand",,,,,,,,,,,,
633,60909,9429040684758,01 Feb 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco60909,60909,,"46 Galway St, Onehunga
, New Zealand",,,,,,,,,,,,,
634,2332175,9429031865845,09 Oct 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2332175,2332175,,"Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand",,,,,,,,,,,,
635,2419068,9429031643795,08 Mar 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2419068,2419068,,"13a Amyes Road, Hornby, Christchurch, 8042
, New Zealand","13a Amyes Road, Hornby
, New Zealand",,,,,,,,,,,,
636,156979,9429040258676,28 Jul 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco156979,156979,,"47 Riccarton Road, Christchurch
, New Zealand",,,,,,,,,,,,,
637,2234286,9429032285734,24 Apr 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2234286,2234286,,"C/-lock & Partners Ltd, Level 1, 171 Hobson Street, Auckland
, New Zealand","C/-lock & Partners Ltd, Level 1, 171 Hobson Street, Auckland
, New Zealand",,,,,,,,,,,,
638,69913,9429040643724,28 Jan 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco69913,69913,,"20 Fairfax Ave, Northcote, Auckland
, New Zealand","20 Fairfax Ave, Northcote, Auckland
, New Zealand",,,,,,,,,,,,
639,92821,9429040499154,22 Oct 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco92821,92821,,"11 Orsova Place, Mt Roskill
, New Zealand",,,,,,,,,,,,,
640,197139,9429040056760,29 Aug 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco197139,197139,,"16 Boundary Road, Hamilton
, New Zealand","C/- Hemi Edwards Bartels Ltd, 16 Boundary Road, Hamilton
, New Zealand",,,,,,,,,,,,
641,2360622,9429031771917,19 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2360622,2360622,,"11 Deverell Place, Northcross, Auckland, 0632
, New Zealand","11 Deverell Place, Northcross, Northshore, Auckland
, New Zealand",,,,,,,,,,,,
642,83220,9429040566405,20 Jan 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83220,83220,,"48 Walls Road, Penrose, Auckland 6
, New Zealand",,,,,,,,,,,,,
643,832266,9429038209253,01 Nov 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco832266,832266,,"1st Floor, 88 The Strand, Whakatane
, New Zealand","C/- Guthrie Bowron, 21 Commerce Street, Whakatane
, New Zealand",,,,,,,,,,,,
644,81546,9429040578576,07 May 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81546,81546,,"C/o Marsden B Robinson, Chartered, Accountant, 6th Floor Legal House, 46, Kitchener Str Auckland
, New Zealand",,,,,,,,,,,,,
645,10425,9429040942186,18 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10425,10425,,"14th Level Willbank House, 57 Willis St, P O Box 996, Wgtn
, New Zealand",,,,,,,,,,,,,
646,1579353,9429035066897,24 Nov 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1579353,1579353,,"C/-ashton Wheelans & Hegan Ltd, Chartered Accountants, 118 Williams Street, Kaiapoi, 7630
, New Zealand","C/-ashton Wheelans & Hegan Ltd, Chartered Accountants, 118 Williams Street, Kaiapoi, 7630
, New Zealand",,,,,,,,,,,,
