,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:
567,250785,9429039918444,06 Aug 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco250785,250785,,"57 Customhouse Street, Gisborne
, New Zealand",,,,,,,,,
568,7058839,9429047057036,02 Oct 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7058839,7058839,,"Michael Prasad Group Limited, Level 1, 61-63 St Lukes Road, St Lukes, Auckland, 1346
, New Zealand","Soulshine cafe, 3c Inverness Road, Browns Bay, Auckland, 0630
, New Zealand",,,,,,,,
569,1673310,9429034619667,18 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1673310,1673310,,"24 Waipani Road, Te Atatu Peninsula, Auckland, Nz
, New Zealand","24 Waipani Road, Te Atatu Peninsula, Auckland, Nz
, New Zealand",,,,,,,,
570,851919,9429038113765,02 May 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco851919,851919,,"328 Station Rd, R D 2, Matamata
, New Zealand","76 David Avenue, Manurewa, Auckland
, New Zealand",,,,,,,,
571,167487,9429040193410,13 Apr 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco167487,167487,,"Milnes & Lockhart, 29 Wallace St, Motueka
, New Zealand",,,,,,,,,
572,659549,9429038558467,19 Dec 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco659549,659549,,"Pricewaterhousecoopers, Corporate Recovery, Level 18, 66 Wyndham Street, Auckland
, New Zealand","11-13 Falcon Street, Parnell, Auckland
, New Zealand",,,,,,,,
573,48252,9429040730356,19 Jul 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco48252,48252,,"4th Floor, Parkview Tower, 28 Davies Ave, Manukau City
, New Zealand",,,,,,,,,
574,1817432,9429034113141,16 May 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1817432,1817432,,"7/439 Parnell Road, Parnell, Auckland
, New Zealand","7/439 Parnell Road, Parnell, Auckland
, New Zealand",,,,,,,,
575,1011600,9429037381530,13 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1011600,1011600,,"2nd Floor, 137 Victoria St, Christchurch
, New Zealand","2nd Floor, 137 Victoria St, Christchurch
, New Zealand",,,,,,,,
576,1723481,9429034447598,07 Nov 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1723481,1723481,,"Kendons Scott Macdonald Limited, 119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","Kendons Scott Macdonald Limited, 119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,
577,348161,9429039595713,15 May 1987,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco348161,348161,,"Cronin Cullen Egan, 97 Edgecumbe Road, Tauranga
, New Zealand","Cronin Cullen Egan, 97 Edgecumbe Road, Tauranga
, New Zealand",,,,,,,,
578,160930,9429040236025,19 Oct 1960,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco160930,160930,,"Whk Coffey Davidson, 208-210 Avenue Road East, Hastings
, New Zealand","Whk Coffey Davidson, 208-210 Avenue Road East, Hastings
, New Zealand",,,,,,,,
579,529751,9429039036537,07 Nov 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco529751,529751,,"32 Collinswood Street, Auckland 1
, New Zealand",,,,,,,,,
580,3500012,9429030995383,03 Aug 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3500012,3500012,,"Withers & Co Ltd, Chartered Accountants, Withers Bldg, 23 Neville Street, Warkworth, 0910
, New Zealand","Withers & Co Ltd, Chartered Accountants, Withers Bldg, 23 Neville Street, Warkworth, 0910
, New Zealand",,,,,,,,
581,18961,9429040902715,19 Jul 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco18961,18961,,"South British Bldg, Grey Street, Tauranga
, New Zealand",,,,,,,,,
582,1137545,9429036906338,14 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1137545,1137545,,"C/- Skipper Lay & Associates Ltd, 16 Elliott Street, Papakura
, New Zealand","C/- Skipper Lay & Associates Ltd, 16 Elliott Street, Papakura
, New Zealand",,,,,,,,
583,1259522,9429036224647,26 Nov 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1259522,1259522,,"16 Elliott Street, Papakura
, New Zealand","16 Elliott Street, Papakura
, New Zealand",,,,,,,,
584,119573,9429032009262,01 Mar 1973,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco119573,119573,,"Wallace Diack Chartered Accountants Limited, Level 2, Youell House, 1 Hutcheson Street, Blenheim, 7201
, New Zealand","Wallace Diack Chartered Accountants Limited, Level 2, Youell House, 1 Hutcheson Street, Blenheim, 7201
, New Zealand",,,,,,,,
585,940160,9429037688431,21 Dec 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco940160,940160,,"16 Ryan Place, Manukau
, New Zealand","96 Hatton Road, Matakawau, Rd4, Waiuku
, New Zealand",,,,,,,,
586,1941297,9429033403502,09 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1941297,1941297,,"7 Totara Street, Mount Maunganui
, New Zealand","7 Totara Street, Mount Maunganui
, New Zealand",,,,,,,,
587,2058447,9429033029634,19 Nov 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2058447,2058447,,"10 Coey Place, Glen Eden
, New Zealand","10 Coey Place, Glen Eden, Auckland
, New Zealand",,,,,,,,
588,152654,9429040276748,21 Jul 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco152654,152654,,"2 Kennedy Street, Gisborne
, New Zealand",,,,,,,,,
589,102701,9429040416519,06 Apr 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102701,102701,,"Harvey & Cain, 32 Willow Street, Tauranga
, New Zealand",,,,,,,,,
590,1844667,9429033977119,16 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1844667,1844667,,"13a Tomin Road, Hamilton
, New Zealand","13a Tomin Road, Hamilton
, New Zealand",,,,,,,,
591,80698,9429040585192,07 Dec 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco80698,80698,,"286 Onehunga Mall, Onehunga
, New Zealand",,,,,,,,,
592,5453542,9429041405314,12 Sep 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5453542,5453542,,"16 Rona Avenue, Grey Lynn, Auckland, 1021
, New Zealand","16 Rona Avenue, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,
593,1607427,9429034912560,01 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1607427,1607427,,"2 Leeds Quay, Blenheim
, New Zealand","17 Goulter Street, Seddon
, New Zealand",,,,,,,,
594,704586,9429038390524,26 Feb 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco704586,704586,,"14 West Street, Auckland
, New Zealand","14 West Street, Auckland
, New Zealand",,,,,,,,June
595,904320,9429037862732,30 Apr 1998,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco904320,904320,,"2a Joyces Road, Paihia, Paihia, 0247
, New Zealand","2a Joyces Road, Paihia, Paihia, 0247
, New Zealand",,,,,,,,
596,2281841,9429032150049,13 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2281841,2281841,,"16 Piermark Drive, Albany, Auckland, 0632
, New Zealand","16 Piermark Drive, Albany, Auckland, 0632
, New Zealand",,,,,,,,
597,1566521,9429035132530,13 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1566521,1566521,,"13a Chester Street, Kaiapoi, North Canterbury
, New Zealand","13a Chester Street, Kaiapoi, North Canterbury
, New Zealand",,,,,,,,
598,492247,9429039155672,19 Nov 1990,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco492247,492247,,"98 Vickerman St, Nelson
, New Zealand","98 Vickerman St, Nelson
, New Zealand",,,,,,,,
599,563914,9429038922671,28 Oct 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco563914,563914,,"581 Great South Road, Otahuhu, Auckland
, New Zealand",,,,,,,,,
600,6569212,9429046478979,23 Nov 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6569212,6569212,,"Marzia ASKARI, 11 Suffolk Street, Eden Terrace, Auckland, 1021
, New Zealand","Marzia ASKARI, 11 Suffolk Street, Eden Terrace, Auckland, 1021
, New Zealand",,,,,,,,
601,201425,9429040015927,29 Mar 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco201425,201425,,"Mitchells Orchard, No 4 R D, R D 3, Te Puke
, New Zealand",,,,,,,,,
602,6365618,9429046275868,02 Aug 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6365618,6365618,,"24 Lewisham Street, Highland Park, Auckland, 2010
, New Zealand","24 Lewisham Street, Highland Park, Auckland, 2010
, New Zealand",,,,,,,,
603,7448096,9429047436411,07 May 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7448096,7448096,,"4 Marco Place, Highland Park, Auckland, 2010
, New Zealand","4 Marco Place, Highland Park, Auckland, 2010
, New Zealand",,,,,,,,
604,2226622,9429032315653,01 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2226622,2226622,,"3/338 Ponsonby Road, Ponsonby, Auckland 1144
, New Zealand","3/338 Ponsonby Road, Ponsonby, Auckland 1144
, New Zealand",,,,,,,,
605,119355,9429032011463,28 Oct 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco119355,119355,,"55a Colemans Rd, Blenheim
, New Zealand","55a Colemans Rd, Blenheim
, New Zealand",,,,,,,,
606,18059,9429040906096,20 Oct 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco18059,18059,,"15 Cavendish Square, Strathmore, Wellington
, New Zealand",,,,,,,,,
607,2485359,9429031538367,11 May 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2485359,2485359,,"90 Nelson Street, Auckland Central, Auckland, 1010
, New Zealand","90 Nelson Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,
608,1176274,9429036693221,21 Dec 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1176274,1176274,,"59 Chartwell Street, Burwood, Christchurch
, New Zealand","59 Chartwell Street, Burwood, Christchurch
, New Zealand",,,,,,,,
609,5009880,9429041120354,05 Mar 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5009880,5009880,,"89 Mangakino Lane, Rd 1, Kamo, 0185
, New Zealand","89 Mangakino Lane, Rd 1, Kamo, 0185
, New Zealand",,,,,,,,
610,663263,9429038538568,29 Nov 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco663263,663263,,"5 Karoro Place, Paremata, Wellington
, New Zealand","5 Karoro Place, Paremata, Wellington
, New Zealand",,,,,,,,
611,4386942,9429030282605,15 Apr 2013,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4386942,4386942,,"18 Sovereign Drive, Papamoa Beach, Papamoa, 3118
, New Zealand","18 Sovereign Drive, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,,,,
612,113840,9429032104394,31 Mar 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco113840,113840,,"Spicer & Oppenheim, Level 8, Westpac Tower, 120 Albert Street, Auckland
, New Zealand","Spicer & Oppenheim, Level 8, Westpac Tower, 120 Albert Street, Auckland
, New Zealand",,,,,,,,
613,6747573,9429046635211,05 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6747573,6747573,,"L Dagley, 1 Totara Road, Stanmore Bay, Whangaparaoa, 0932
, New Zealand","L Dagley, 1 Totara Road, Stanmore Bay, Whangaparaoa, 0932
, New Zealand",,,,,,,,
614,1833849,9429034026694,23 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1833849,1833849,,"2/90 Mt. Royal Ave, Mt. Albert, Auckland
, New Zealand","2/90 Mt. Royal Ave, Mt. Albert, Auckland
, New Zealand",,,,,,,,
615,5872450,9429042136507,11 Jan 2016,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5872450,5872450,,"Luke daly, 592 Ngunguru Road, Whangarei, 0173
, New Zealand","Luke daly, 592 Ngunguru Road, Whangarei, 0173
, New Zealand",,,,,,,,
616,961695,9429037576790,24 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco961695,961695,,"C/-paul Jackson & Associates Ltd, Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand","C/-paul Jackson & Associates Ltd, Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand",,,,,,,,
617,64662,9429040669663,20 May 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco64662,64662,,"117 Vincent St, Auckland
, New Zealand",,,,,,,,,
618,1482543,9429035542506,11 Feb 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1482543,1482543,,"346 A Maungatapu Road, Maungatapu, Tauranga, 3112
, New Zealand","346 A Maungatapu Road, Maungatapu, Tauranga, 3112
, New Zealand",,,,,,,,
619,1474392,9429035589099,14 Jan 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1474392,1474392,,"Level 6, 148 Victoria St, Christchurch
, New Zealand","Level 6, 148 Victoria St, Christchurch
, New Zealand",,,,,,,,
620,77895,9429040602721,13 Nov 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco77895,77895,,"16 Loop Road, Otaika, R D 10, Whangarei
, New Zealand","16 Loop Road, Otaika, R D 10, Whangarei
, New Zealand",,,,,,,,
621,954252,9429037613716,20 Apr 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco954252,954252,,"C/ Christmas Gouwland Ltd, Level 12, Citibank Centre, 23 Customs Street, Auckland
, New Zealand","C/ Christmas Gouwland Ltd, Level 12, Citibank Centre, 23 Customs Street, Auckland
, New Zealand",,,,,,,,
622,1573825,9429035093381,12 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1573825,1573825,,"116 Sunnyside Road, Sunnyvale, Auckland, 0612
, New Zealand","116 Sunnyside Road, Sunnyvale, Auckland, 0612
, New Zealand",,,,,,,,
623,77360,9429040602899,28 Aug 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco77360,77360,,"Stoddard & Co, 13-15 Clyde Road, Browns Bay, Auckland 10
, New Zealand",,,,,,,,,
624,1417180,9429035731061,07 Oct 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1417180,1417180,,"16 Hinemoa Street, Waiwhetu, Lower Hutt, 5010
, New Zealand","16 Hinemoa Street, Waiwhetu, Lower Hutt, 5010
, New Zealand",,,,,,,,
625,1250765,9429036266418,30 Oct 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1250765,1250765,,"Suite 3, 277 Te Irirangi Drive, Flat Bush, Auckland, 2019
, New Zealand","1 Nukumea Common, Orewa, 0931
, New Zealand",,,,,,,,
626,148422,9429040299730,10 Mar 1972,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco148422,148422,,"Snell Consultants Limited, 156 Vagues Road, Northcote, Christchurch, 8052
, New Zealand","Snell Consultants Limited, 156 Vagues Road, Northcote, Christchurch, 8052
, New Zealand",,,,,,,,
627,123033,9429031984638,14 Apr 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123033,123033,,"70 Gloucester Street, Christchurch
, New Zealand",,,,,,,,,
628,944535,9429037668921,10 Feb 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco944535,944535,,"49 Awaroa Rd, Sunnyvale, Auckland
, New Zealand","49 Awaroa Rd, Sunnyvale, Auckland
, New Zealand",,,,,,,,
629,1652480,9429034688564,28 Jun 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1652480,1652480,,"4 Baigent Place, Tanners Point, Rd1, Katikati, 3129
, New Zealand","4 Baigent Place, Tanners Point, Rd1, Katikati, 3129
, New Zealand",,,,,,,,
630,1939701,9429033412627,04 May 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1939701,1939701,,"58 College Hill, Ponsonby, Auckland
, New Zealand","58 College Hill, Ponsonby, Auckland
, New Zealand",,,,,,,,
631,1163651,9429036762583,28 Sep 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1163651,1163651,,"61 Edinburgh Street, Pukekohe
, New Zealand","61 Edinburgh Street, Pukekohe
, New Zealand",,,,,,,,
632,1085658,9429037114237,05 Oct 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1085658,1085658,,"34 Bowenvale Avenue, Cashmere, Christchurch
, New Zealand","34 Bowenvale Avenue, Cashmere, Christchurch
, New Zealand",,,,,,,,
633,198128,9429040048208,12 Mar 1979,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco198128,198128,,"49 22nd Avenue,, Tauranga
, New Zealand",,,,,,,,,
634,956029,9429037605124,15 Apr 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco956029,956029,,"76 Gordon St, Plimmerton, Porirua
, New Zealand","76 Gordon St, Plimmerton, Porirua
, New Zealand",,,,,,,,
635,2174053,9429032554427,23 Sep 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2174053,2174053,,"7 Selwyn Road, Lyttelton, 8082
, New Zealand","7 Selwyn Road, Lyttelton, 8082
, New Zealand",,,,,,,,
636,2093274,9429032914108,13 Feb 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2093274,2093274,,"38 Bannister Street, Masterton
, New Zealand","38 Bannister Street, Masterton
, New Zealand",,,,,,,,
637,8383804,9429050619566,07 Jun 2022,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8383804,8383804,,"Geoff Behrent, 115 Gravatt Road, Papamoa Beach, Papamoa, 3118
, New Zealand","Geoff Behrent, 115 Gravatt Road, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,,,,
638,1762715,9429034326954,03 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1762715,1762715,,"28 Intrepid Crescent, Beachlands, Manukau, Auckland
, New Zealand","C/-staples Rodway, Wel Building, Cnr Victoria & London Street, Hamilton
, New Zealand",,,,,,,,
