,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,FRA Reporting Month:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
613,90039,9429040521305,25 Jan 1974,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco90039,90039,,"2/118 Wheturangi Road, Greenlane
, New Zealand","51 Garin Way, Stonefields, Auckland, 1072
, New Zealand",,,,,,,,,,,,
614,173550,9429040151953,06 Jul 1982,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco173550,173550,,"C/-vanburwray, 7 Liardet Street, New Plymouth
, New Zealand",,,,,,,,,,,,,
615,1175198,9429036700417,28 Nov 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1175198,1175198,,"178 Scott Street, Waverley, Dunedin, 9013
, New Zealand","178 Scott Street, Waverley, Dunedin, 9013
, New Zealand",,,,,,,,,,,,
616,1035330,9429037261580,10 May 2000,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1035330,1035330,,"956d Whangarei Heads Road, Rd 4, Parua Bay, 0174
, New Zealand","956d Whangarei Heads Road, Rd 4, Parua Bay, 0174
, New Zealand",,,,,,,,,,,,
617,1424808,9429035712275,15 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1424808,1424808,,"148 Durham Street, Tauranga, Tauranga, 3110
, New Zealand","148 Durham Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
618,194670,9429040074665,20 Aug 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco194670,194670,,"5th Floor Monckton Trust Bldg, 73 Rostrevor St, Hamilton
, New Zealand",,,,,,,,,,,,,
619,68668,9429040650876,09 Jun 1965,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco68668,68668,,"Govt Life Hse, Edsel St, Henderson, Auckland
, New Zealand","C/- Butts Bainbridge & Weir, 15-17 Edsel St, Henderson
, New Zealand",,,,,,,,,,,,
620,2227715,9429032312386,24 Apr 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2227715,2227715,,"Mgi Auckland Limited, Level 2, Fidelity House, 81 Carlton Gore Rd, Newmarket, Auckland
, New Zealand","Mgi Auckland Limited, Level 2, Fidelity House, 81 Carlton Gore Rd, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
621,1377785,9429035816515,19 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1377785,1377785,,"39a Torrance Street, Epsom, Auckland 1023
, New Zealand","39a Torrance Street, Epsom, Auckland 1023
, New Zealand",,,,,,,,,,,,
622,196895,9429040059860,29 Apr 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco196895,196895,,"7 Bank St, Te Awamutu
, New Zealand",,,,,,,,,,,,,
623,156553,9429040256955,03 Dec 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco156553,156553,,"Messrs Harrington & Partners, Chartered Accountants, 65 Don Street, Invercargill
, New Zealand","-
, New Zealand",,,,,,,,,,,,
624,3526513,9429030969841,29 Aug 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3526513,3526513,,"Bowden Williams & Associates Ltd, Level 2, 3 Margot Street, Newmarket, Auckland, 1051
, New Zealand","Bowden Williams & Associates Ltd, Level 2, 3 Margot Street, Newmarket, Auckland, 1051
, New Zealand",,,,,,,,,,,,
625,1892776,9429033708607,06 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1892776,1892776,,"32 West Harbour Drive, West Harbour, Auckland
, New Zealand","32 West Harbour Drive, West Harbour, Auckland
, New Zealand",,,,,,,,,,,,
626,520425,9429039066251,16 Sep 1991,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco520425,520425,,"Mountfort & Associates Insolvency, 17 Maugham Drive, Bucklands Beach, Auckland
, New Zealand","C/-sorensen & Co, Level 4, 3 Com Tower, 401 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
627,2515248,9429031496124,15 Jun 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2515248,2515248,,"47 Jocelyn Street, Te Puke, Te Puke, 3119
, New Zealand","36-19 Glencarron Place, Tauranga
, New Zealand",,,,,,,,,,,,
628,146408,9429040310749,22 Nov 1962,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco146408,146408,,"56 York Pl, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
629,119447,9429032014280,26 Feb 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco119447,119447,,"C/o Winstanley Kerridge, 22 Scott Street, Blenheim
, New Zealand",,,,,,,,,,,,,
630,3080146,9429031403610,27 Aug 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3080146,3080146,,"SOUTH AUCKLAND BUSINESS SERVICES LIMITED, 8 Mana Place, Wiri, Manukau, 2104
, New Zealand","SOUTH AUCKLAND BUSINESS SERVICES LIMITED, 8 Mana Place, Wiri, Manukau, 2104
, New Zealand",,,,,,,,,,,,
631,87793,9429040537979,02 Jul 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco87793,87793,,"11-13 Falcon Street, Parnell, Auckland
, New Zealand","11-13 Falcon Street, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
632,2109988,9429032845990,31 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2109988,2109988,,"40 Perry Street, Masterton, 5810
, New Zealand","40 Perry Street, Masterton, 5810
, New Zealand",,,,,,,,,,,,
633,2440721,9429031611459,26 Mar 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2440721,2440721,,"22 Raumati Crescent, Onerahi, Whangarei 0110
, New Zealand","22 Raumati Crescent, Onerahi, Whangarei 0110
, New Zealand",,,,,,,,,,,,
634,30046,9429040844862,18 Sep 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco30046,30046,,"10 Alma Street, Dannevirke
, New Zealand",,,,,,,,,,,,,
635,1346307,9429035889496,14 Jul 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1346307,1346307,,"146 Alfriston Road, Manurewa, Auckland
, New Zealand","146 Alfriston Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
636,196886,9429040059020,26 Apr 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco196886,196886,,"Niederer Plaza, The Strand, Whakatane
, New Zealand",,,,,,,,,,,,,
637,1247911,9429036282197,15 Oct 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1247911,1247911,,"124 School Road, Yaldhurst, Rd 6 Christchurch
, New Zealand","124 School Road, Yaldhurst, R D 6 Christchurch
, New Zealand",,,,,,,,,,,,
638,3366611,9429031124676,19 Apr 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3366611,3366611,,"Damian Johnson, 81 Vickerman Street, Grovetown, Blenheim, 7202
, New Zealand","Damian Johnson, 81 Vickerman Street, Grovetown, Blenheim, 7202
, New Zealand",,,,,,,,,,,,
639,118699,9429032019049,17 Dec 1951,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco118699,118699,,"Markhams Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand","Markhams Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand",,,,,,,,,,,,
640,7010,9429040955506,23 Nov 1950,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7010,7010,,"12c Stuart Street, Levin, 5510
, New Zealand","12c Stuart Street, Levin, 5510
, New Zealand",,,,,,,,,,,,
641,659729,9429038556067,07 Dec 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco659729,659729,,"20 Mason Avenue, Pukekohe, Auckland
, New Zealand","20 Mason Avenue, Pukekohe, Auckland
, New Zealand",,,,,,,,,,,,
642,157843,9429040250816,07 Aug 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco157843,157843,,"Gillick Hercus & Co, 164 Spey St, Invercargill
, New Zealand",,,,,,,,,,,,,
643,1348147,9429035884064,21 Jul 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1348147,1348147,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,,,,
644,197891,9429040050843,19 Oct 1978,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco197891,197891,,"Collings & Aitchison, 181 Devonport Road, Tauranga
, New Zealand","Collings & Associates, 181 Devonport Road, Tauranga
, New Zealand",,,,,,,,,,,,
645,1851820,9429033945385,16 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1851820,1851820,,"10 Harvest Court, Paraparaumu, Wellington
, New Zealand","10 Harvest Court, Paraparaumu
, New Zealand",,,,,,,,,,,,
646,1916964,9429033557243,08 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1916964,1916964,,"35 Hartis Ave, Huntly
, New Zealand","35 Hartis Ave, Huntly
, New Zealand",,,,,,,,,,,,
647,56666,9429040700281,28 Mar 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56666,56666,,"12th Floor, Cml Centre, 157-165 Queen St, Auckland
, New Zealand",,,,,,,,,,,,,
648,8199674,9429049451474,05 Jul 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8199674,8199674,,"Christopher Dodd, 73 Dillon Street, Blenheim, Blenheim, 7201
, New Zealand","Christopher Dodd, 73 Dillon Street, Blenheim, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
649,182761,9429040131757,21 Dec 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco182761,182761,,"Co Shannon & Wrigley, 71 Duke St Box 223, Cambridge
, New Zealand",,,,,,,,,,,,,
650,1687632,9429034566954,04 Sep 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1687632,1687632,,"128 Heads Rd, Wanganui
, New Zealand","128 Heads Rd, Wanganui
, New Zealand",,,,,,,,,,,,
651,870039,9429038026850,14 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco870039,870039,,"106 Wensley Road, Richmond, Nelson
, New Zealand","106 Wensley Road, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
652,167088,9429040195551,13 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco167088,167088,,"266 Hardy St, Nelson
, New Zealand","-
, New Zealand",,,,,,,,,,,,
653,168384,9429040188287,10 Jul 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco168384,168384,,"C/o Richards Woodhouse, Chartered Accountants, 9 Buxton Square, Nelson
, New Zealand","C/o Richards Woodhouse, Chartered Accountants, 9 Buxton Square, Nelson
, New Zealand",,,,,,,,,,,,
654,4990140,9429041109717,25 Feb 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4990140,4990140,,"Tax Wise Accounting Services Ltd, 46 Shelley Street, Leamington, Cambridge, 3432
, New Zealand","98 Lockley Road, Cambridge, Cambridge, 3496
, New Zealand",,,,,,,,,,,,
655,2188427,9429032489712,01 Dec 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2188427,2188427,,"C/-blenheim Accounting, 36 Maxwell Rd, Blenheim 7201
, New Zealand","C/-blenheim Accounting, 36 Maxwell Rd, Blenheim 7201
, New Zealand",,,,,,,,,,,,
656,199694,9429040033167,13 Mar 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco199694,199694,,"66 Paorahape St, Taupo
, New Zealand","-
, New Zealand",,,,,,,,,,,,
657,583922,9429038863127,16 Apr 1993,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco583922,583922,,"28 Onslow Avenue, Epsom, Auckland, 1023
, New Zealand","28 Onslow Avenue, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
658,108326,9429032251302,08 May 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco108326,108326,,"1st Flr, Amp Bldg, Cnr Wood & East Sts, Papakura
, New Zealand",,,,,,,,,,,,,
659,1468557,9429035618430,12 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1468557,1468557,,"437 Rickit Road, Te Awamutu, Te Awamutu, 3800
, New Zealand","437 Rickit Road, Te Awamutu, Te Awamutu, 3800
, New Zealand",,,,,,,,,,,,
660,1968521,9429033231020,06 Aug 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1968521,1968521,,"Stretton & Co Limited, 44 Heuheu Street, Taupo, Taupo, 3330
, New Zealand","Stretton & Co Limited, 44 Heuheu Street, Taupo, Taupo, 3330
, New Zealand",,,,,,,,,,,,
661,82456,9429040570372,22 Sep 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco82456,82456,,"127 Mainhighway, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,,
662,1978133,9429033177441,21 Aug 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1978133,1978133,,"Chapmans Chartered Accountants Limited, Level 1, Westgate Chambers, Main Street, Westgate Centre, Waitakere City, 0614
, New Zealand","Chapmans Chartered Accountants Limited, Level 1, Westgate Chambers, Main Street, Westgate Centre, Waitakere City, 0614
, New Zealand",,,,,,,,,,,,
663,612274,9429038763243,15 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco612274,612274,,"70 Main Street, Upper Hutt
, New Zealand",,,,,,,,,,,,,
664,172585,9429040162966,04 Feb 1976,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco172585,172585,,"C/- Vanburwray, 7 Liardet Street, New Plymouth
, New Zealand",,,,,,,,,,,,,
665,6184968,9429045853791,30 Nov 2016,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6184968,6184968,,"Level 1, 136 Greenlane East, Greenlane, Auckland, 1051
, New Zealand","Level 1, 136 Greenlane East, Greenlane, Auckland, 1051
, New Zealand",,,,,,,,,,,,
666,142098,9429040337265,30 Jul 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco142098,142098,,"C/o Murray Sparks & Erskine, 1 Rimu St, Christchurch 4
, New Zealand","-
, New Zealand",,,,,,,,,,,,
667,627358,9429038697296,06 Sep 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco627358,627358,,"Messrs F R Twiss & Co,, Solicitors,, 13 Follett Street,, Marton
, New Zealand","Messrs F R Twiss & Co,, Solicitors,, 13 Follett Street,, Marton
, New Zealand",,,,,,,,,,,,
668,960725,9429037580711,19 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco960725,960725,,"Robertson Bixley & Assoc, Chartered Accountants, Cnr East & Wood Streets, Papakura
, New Zealand","Robertson Bixley & Assoc, Chartered Accountants, Cnr East & Wood Streets, Papakura
, New Zealand",,,,,,,,,,,,
669,3488,9429040968506,22 Nov 1937,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3488,3488,,"6 Hair Street, Marton
, New Zealand","6 Hair Street, Marton
, New Zealand",,,,,,,,,,,,
670,1471567,9429035602521,22 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1471567,1471567,,"Offices Of Campbell Forbes, 182 Great South Road, Remuera, Auckland
, New Zealand","Offices Of Campbell Forbes, 182 Great South Road, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
671,1783260,9429034252109,22 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1783260,1783260,,"C/o Sabel Accounting Services, 1st Floor, Old Public Trust Building, 202 Queen Street East, Hastings
, New Zealand","C/-sabel Accounting Services, 1st Floor, Old Public Trust Building, 202 Queen Street East, Hastings
, New Zealand",,,,,,,,,,,,
672,131395,9429031903769,24 Jul 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco131395,131395,,"C/o Gavin Mould, 70 Gloucester Street, Christchurch
, New Zealand",,,,,,,,,,,,,
673,2118997,9429032794663,23 Apr 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2118997,2118997,,"91 Main Road, Tawa, Wellington
, New Zealand","91 Main Road, Tawa, Wellington
, New Zealand",,,,,,,,,,,,
674,628048,9429038695278,14 Apr 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco628048,628048,,"Mobile Accounting Services, 1st Floor, 6 Princes Street, Hamilton
, New Zealand","Mobile Accounting Services, 1st Floor, 6 Princes Street, Hamilton
, New Zealand",,,,,,,,,,,,
675,8259036,9429050052851,08 Nov 2021,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8259036,8259036,,"E-counting Partners Limited, Level 2, 86 Lunn Avenue, Mount Wellington, Auckland, 1072
, New Zealand","Director, 72a Malvern Road, Morningside, Auckland, 1022
, New Zealand",,,,,,,,,,,,
676,1836712,9429034012901,30 Jun 2006,Removed,NZ Limited Company,Yes,The Trust Company Limited,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1836712,1836712,,"Affinity House, 2 Hargreaves Street, St Mary's Bay, Auckland, 1011
, New Zealand","Affinity House, 2 Hargreaves Street, St Mary's Bay, Auckland, 1011
, New Zealand",,,,,,,,,,,,
677,5745168,9429041848630,15 Jul 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5745168,5745168,,"Fluker Denton Limited, 264 Oxford Street, Levin, Levin, 5510
, New Zealand","Fluker Denton Limited, 264 Oxford Street, Levin, Levin, 5510
, New Zealand",,,,,,,,,,,,
678,5378021,9429041317334,10 Jul 2014,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5378021,5378021,,"JOHNSTON O'SHEA LIMITED, 1a Douglas Street, Whangarei, 0112
, New Zealand","JOHNSTON O'SHEA LIMITED, 1a Douglas Street, Whangarei, 0112
, New Zealand",,,,,,,,,,,,
679,1649451,9429034698372,30 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1649451,1649451,,"28 Chaucer Pl, Rotorua
, New Zealand","124 Clayton Rd, Rotorua
, New Zealand",,,,,,,,,,,,
680,164459,9429040211237,07 Aug 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164459,164459,,"C/o Carr & Stanton, 117 Queen St East Box 345, Hastings
, New Zealand",,,,,,,,,,,,,
681,102678,9429040420196,31 Mar 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco102678,102678,,"Hartnell Grond Walker, 6 Redan Road, Kaitaia, Kaitaia, 0410
, New Zealand","Hartnell Grond Walker, 6 Redan Road, Kaitaia, Kaitaia, 0410
, New Zealand",,,,,,,,,,,,
682,1498862,9429031775762,30 Mar 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1498862,1498862,,"Maxims Accounting Ltd, Cnr Austin St & Cadbury Rd, Onekawa, Napier
, New Zealand","Maxims Accounting Ltd, Cnr Austin St & Cadbury Rd, Onekawa, Napier
, New Zealand",,,,,,,,,,,,
683,1498375,9429031783378,31 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1498375,1498375,,"20 Liverton Crescent, Christchurch
, New Zealand","375b Wilsons Rd, Christchurch
, New Zealand",,,,,,,,,,,,
