,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,address.Type of entity,Country of Origin:,FRA Reporting Month:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports,Status:,Liquidator:
545,1206440,9429036520947,06 May 2002,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1206440,1206440,,"23 Tiri Road, Oneroa, Waiheke Island, 1081
, New Zealand","16 Esslin Road, Surfdale, Waiheke Island, 1081
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
546,2015505,9429033084381,18 Oct 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2015505,2015505,,"Level 4, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand","Level 4, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
547,2112331,9429032831184,03 Apr 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2112331,2112331,,"Strong Chartered Accountants Ltd, Shop 9, 6 Molesworth Drive, Mangawhai, 0505
, New Zealand","Strong Chartered Accountants Ltd, Shop 9, 6 Molesworth Drive, Mangawhai, 0505
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
548,63708,9429040674261,03 Oct 1962,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco63708,63708,,"52 Rosebank Rd, Avondale, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
549,8202789,9429049472622,12 Jul 2021,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8202789,8202789,,"Graham Roper, 167 Cashmere Road, Hoon Hay, Christchurch, 8025
, New Zealand","Graham Roper, 167 Cashmere Road, Hoon Hay, Christchurch, 8025
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
550,5497661,9429041489857,20 Nov 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5497661,5497661,,"22 Morrow Avenue, Bucklands Beach, Auckland, 2012
, New Zealand","22 Morrow Avenue, Bucklands Beach, Auckland, 2012
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
551,5454361,9429041406441,11 Sep 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5454361,5454361,,"73 Mick Dillon Road, Rd 3, Warkworth, 0873 , New Zealand, Warkworth, 0875
, New Zealand","73 Mick Dillon Road, Rd 3, Warkworth, 0873 , New Zealand, Warkworth, 0875
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
552,85283,9429040554730,29 Sep 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco85283,85283,,"114 Kamo Rd, Whangarei
, New Zealand",,,,,,,,,,,,,,,,,
553,377351,9429039498779,26 Feb 1988,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco377351,377351,,"141 Tidal Road, Mangere, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
554,2064667,9429033010199,29 Nov 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2064667,2064667,,"188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand","188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
555,1881913,9429033772295,06 Nov 2006,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1881913,1881913,,"25f Kauri Ridge Drive, Rd 1, Ngaruawahia, 3793
, New Zealand","25f Kauri Ridge Drive, Rd 1, Ngaruawahia, 3793
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
556,386528,9429039472298,31 May 1988,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco386528,386528,,"486 Great South Road, Papatoetoe
, New Zealand",,,,,,,,,,,,,,,,,
557,4842,9429040963891,14 Jun 1946,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4842,4842,,"Wakefield Chambers, 182 Wakefield St, Wellington
, New Zealand",,Showing 2 of 4 directors,,,,,,,,,,,,,,,
558,5874832,9429042143789,15 Jan 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5874832,5874832,,"25a Louvain Avenue, Mount Roskill, Auckland, 1041
, New Zealand","25a Louvain Avenue, Mount Roskill, Auckland, 1041
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
559,1479399,9429035561033,26 Feb 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1479399,1479399,,"17 Rimu Road, Raumati
, New Zealand","17 Rimu Road, Raumati
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
560,834916,9429038196508,11 Dec 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco834916,834916,,"5 Hooper Street, Gisborne
, New Zealand","5 Hooper Street, Gisborne
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
561,1215027,9429036470877,26 Jun 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1215027,1215027,,"Elgin Road, R D 7, Ashburton
, New Zealand","Elgin Road, R D 7, Ashburton
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
562,949462,9429037640408,10 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco949462,949462,,"Level 1 Unit E, 272 Ti Rakau Drive, East Tamaki, Auckland
, New Zealand","Level 1 Unit E, 272 Ti Rakau Drive, East Tamaki, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
563,492405,9429039154040,15 Nov 1990,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco492405,492405,,"C/- Official Assignee, 6th Floor, Justice Departmental Building, 3 Kinston Street, Auckland
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
564,1892548,9429033710938,04 Jan 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1892548,1892548,,"36 Aranui Drive, Papamoa Beach, Papamoa
, New Zealand","36 Aranui Drive, Papamoa Beach, Papamoa
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
565,1799354,9429034186640,05 Apr 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1799354,1799354,,"34 Rushden Terrace, Red Beach
, New Zealand","34 Rushden Terrace, Red Beach
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
566,39764,9429040761657,01 Nov 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco39764,39764,,"35 Waitoa Rd, Wellington
, New Zealand",,Showing 1 of 1 directors,,,,,,,,,,,,,,,
567,1480520,9429035553915,12 Feb 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1480520,1480520,,"18 Preston Ave, Mt Albert, Auckland
, New Zealand","18 Preston Ave, Mt Albert, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
568,115426,9429032069266,30 Sep 1982,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco115426,115426,,"16 Bannerman Rd, Western Springs, Auckland, 1245
, New Zealand","16 Bannerman Rd, Western Springs, Auckland, 1245
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
569,1264973,9429036192496,20 Dec 2002,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1264973,1264973,,"75a Francis Street, Hauraki, Auckland, 0622
, New Zealand","75a Francis Street, Hauraki, Auckland, 0622
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
570,953203,9429037619275,30 Mar 1999,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco953203,953203,,"10 Regent Street, Petone, Lower Hutt, 5012
, New Zealand","10 Regent Street, Petone, Lower Hutt, 5012
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
571,438175,9429039311306,19 Jun 1989,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco438175,438175,,"New World Supermarket, Northumberland Street, Waipukurau
, New Zealand","163 Porangahau Road, Waipukurau
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
572,370316,9429039521262,05 Jan 1988,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco370316,370316,,"Beejays, 18 Mahara Place, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
573,1569011,9429035118206,12 Nov 2004,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1569011,1569011,,"Venter & Hull, Suite 16 Wicksteed Terrace, 225 Wicksteed Street, Wanganui
, New Zealand","Venter & Hull, Suite 16 Wicksteed Terrace, 225 Wicksteed Street, Wanganui
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
574,1201902,9429036545995,09 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1201902,1201902,,"2/38 Rukutai Street, Mission Bay, Auckland
, New Zealand","2/38 Rukutai Street, Mission Bay, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
575,1479600,9429035558330,12 Feb 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1479600,1479600,,"Markhams Mri Hawkes Bay, 405n King Street, Hastings
, New Zealand","Markhams Mri Hawkes Bay, 405n King Street, Hastings
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
576,1078545,9429037127633,21 Sep 2000,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1078545,1078545,,"281-289 Devon Street East, New Plymouth
, New Zealand","281-289 Devon Street East, New Plymouth
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
577,3401511,9429031079655,27 May 2011,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco3401511,3401511,,"17b Gainsborough Street, Hoon Hay, Christchurch, 8025
, New Zealand","17b Gainsborough Street, Hoon Hay, Christchurch, 8025
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
578,1954247,9429033322469,18 Jun 2007,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1954247,1954247,,"91 Clarence Street, Hamilton
, New Zealand","91 Clarence Street, Hamilton
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
579,1226243,9429036407231,19 Jul 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1226243,1226243,,"53 Hyde Ave, Taupo
, New Zealand","53 Hyde Ave, Taupo
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
580,1569008,9429035118138,22 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1569008,1569008,,"7 Trispen Place, Camborne, Porirua City
, New Zealand","7 Trispen Place, Camborne, Porirua City
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
581,1741795,9429034395394,07 Dec 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1741795,1741795,,"7 Kearney Place, Massey, Waitakere City
, New Zealand","7 Kearney Place, Massey, Waitakere City
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
582,305421,9429039733665,16 May 1986,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco305421,305421,,"Level 3, Suite 7, 200 Victoria Street West, Auckland 1
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,,
583,6631773,9429046574466,02 Feb 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6631773,6631773,,"13 Blumhardt Place, Avondale, Auckland, 1026
, New Zealand","13 Blumhardt Place, Avondale, Auckland, 1026
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
584,99959,9429040441597,24 Jan 1977,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco99959,99959,,"22 Hayward Rd, Papatoetoe
, New Zealand",,,,,,,,,,,,,,,,,
585,175056,9429040149370,11 Nov 1946,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco175056,175056,,"1st Floor, Owens House, Harrison Rd Mt Wellington, Auckland
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
586,5172061,9429041210741,29 Apr 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5172061,5172061,,"335 Te Moana Road, Waikanae, Waikanae, 5036
, New Zealand","335 Te Moana Road, Waikanae, Waikanae, 5036
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
587,7779417,9429047736504,11 Oct 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7779417,7779417,,"BDO Auckland, Level 10, 19 Como Street, Takapuna, Auckland, 0622
, New Zealand","BDO Auckland, Level 10, 19 Como Street, Takapuna, Auckland, 0622
, New Zealand",Showing 1 of 1 directors,,,March,,,,,,,,,,,,
588,8120076,9429048637114,16 Sep 2020,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8120076,8120076,,"C & D Lowry, 30 Glendale Crescent, Holmes Hill, Oamaru, 9401
, New Zealand","C & D Lowry, 30 Glendale Crescent, Holmes Hill, Oamaru, 9401
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
589,1020262,9429037338138,23 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1020262,1020262,,"C/-pricewaterhousecoopers, Level 16, 113 The Terrace, Wellington
, New Zealand","C/-pricewaterhousecoopers, Level 16, 113 The Terrace, Wellington
, New Zealand",Showing 2 of 4 directors,,,,,,,,,,,,,,,
590,8239512,9429049953848,21 Oct 2021,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8239512,8239512,,"BEATTIE RICKMAN LEGAL SERVICES LIMITED, 554 Victoria Street, Hamilton Central, Hamilton, 3204
, New Zealand","BEATTIE RICKMAN LEGAL SERVICES LIMITED, 554 Victoria Street, Hamilton Central, Hamilton, 3204
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
591,6015472,9429042392552,07 Jun 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6015472,6015472,,"38 Boyd Road, Kawarau Falls, Queenstown, 9371
, New Zealand","38 Boyd Road, Kawarau Falls, Queenstown, 9371
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
592,2384034,9429031711128,12 Jan 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2384034,2384034,,"14 Havelock Place, Blagdon, New Plymouth, 4310
, New Zealand","14 Havelock Place, Blagdon, New Plymouth, 4310
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
593,1242428,9429036314201,15 Oct 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1242428,1242428,,"C/o David Burr & Co., 216 Rutherford Street, Nelson
, New Zealand","C/o David Burr & Co., 216 Rutherford Street, Nelson
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
594,839425,9429038177132,23 Jan 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco839425,839425,,"13 Handley Avenue, Devonport, Auckland
, New Zealand","13 Handley Avenue, Devonport, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
595,944109,9429037670085,29 Jan 1999,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco944109,944109,,"26 Frank Evans Pl, Henderson, Auckland
, New Zealand","26 Frank Evans Pl, Henderson, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
596,32701,9429040822891,30 Aug 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco32701,32701,,"Sorenson & Co, 30 Queen St, Levin
, New Zealand",,,,,,,,,,,,,,,,,
597,638657,9429038647550,22 Dec 1994,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco638657,638657,,"Official Assignee, Second Floor, Asb Building, 500 Victoria Street, Wellington
, New Zealand","C/- Mackenzie Beker Nikora Limited, 77 Spa Road, Taupo
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
598,8726533,9429051296957,01 May 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8726533,8726533,,"102 Bombay Road, Bombay, 2675
, New Zealand","102 Bombay Road, Bombay, 2675
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
599,869885,9429038027178,07 Aug 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco869885,869885,,"167 B Carlisle Road, Browns Bay
, New Zealand","167 B Carlisle Road, Browns Bay
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
600,608606,9429038778063,28 Oct 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco608606,608606,,"39 Taharoto Road, Takapuna, Auckland
, New Zealand","39 Taharoto Road, Takapuna, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
601,199111,9429040035192,24 Jun 1980,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco199111,199111,,"195 Mahoe Street, Te Awamutu
, New Zealand","125 Ngaroto Road, R D 3, Ohaupo
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
602,8302484,9429050281756,16 Feb 2022,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8302484,8302484,,"Tom Walker, 2 Gazelle Avenue, Beach Haven, Auckland, 0626
, New Zealand","Tom Walker, 2 Gazelle Avenue, Beach Haven, Auckland, 0626
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
603,1920746,9429033535654,26 Mar 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1920746,1920746,,"30a Freyberg Street, Otumoetai, Tauranga, 3110
, New Zealand","30a Freyberg Street, Otumoetai, Tauranga, 3110
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
604,1714930,9429034474341,20 Oct 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1714930,1714930,,"149 Avondale Road, Avondale, Auckland
, New Zealand","149 Avondale Road, Avondale, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
605,8250169,9429049986976,18 Oct 2021,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8250169,8250169,,"43a Thompson Terrace, Manurewa, Auckland, 2102
, New Zealand","43a Thompson Terrace, Manurewa, Auckland, 2102
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
606,1958275,9429033296906,23 Jul 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1958275,1958275,,"251 Richardson Road, Mt Roskill
, New Zealand","251 Richardson Road, Mt Roskill
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
607,1290570,9429036041848,23 Apr 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1290570,1290570,,"Craig Periam Limited, Chartered Accountants , First Floor, 13 West Street, Pukekohe, 2120
, New Zealand","Craig Periam Limited, Chartered Accountants , First Floor, 13 West Street, Pukekohe, 2120
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
608,5873727,9429042139966,13 Jan 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5873727,5873727,,"Glenn Collier, 29 Maesbury Close, Papamoa Beach, Papamoa, 3116
, New Zealand","Glenn Collier, 29 Maesbury Close, Papamoa Beach, Papamoa, 3116
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
609,679936,9429038471209,07 Aug 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco679936,679936,,"26 The Glen, Remuera, Auckland
, New Zealand","26 The Glen, Remuera, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
610,2370873,9429031741606,02 Dec 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2370873,2370873,,"Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
611,932663,9429037726874,30 Oct 1998,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco932663,932663,,"C/- Middleton Holland & Associates Limit, Level 1/20 Link Drive, Wairau Park, North Shore City
, New Zealand","C/- Middleton Holland & Associates Ltd, Level 1/20 Link Drive, Wairau Park, North Shore City
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
612,188438,9429040111926,27 Feb 1967,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco188438,188438,,"1st Floor, 1180 Lake Road, Rotorua
, New Zealand","As Per Registered Office
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
613,868388,9429038034473,07 Aug 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco868388,868388,,"50 Eastling Street, Christchurch
, New Zealand","50 Eastling Street, Christchurch 5
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
614,90169,9429040518152,14 Feb 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco90169,90169,,"Normanby St, Dargaville
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
615,122282,9429031990912,20 Jul 1945,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco122282,122282,,"Level 7 Amuri Courts, 293 Durham St, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
616,1496280,9429031819220,13 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1496280,1496280,,"Your Office Ltd, Edmund Hillary Drive, Papakura, Auckland
, New Zealand","Your Office Ltd, 4 Edmund Hillary Ave, Papakura, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
617,1629470,9429034790472,02 May 2005,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1629470,1629470,,"Harris & Taylor Limited, Chartered Accountants, 67 High Street, Hawera
, New Zealand","Harris & Taylor Limited, Chartered Accountants, 67 High Street, Hawera
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
