,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports
640,138963,9429040359694,26 May 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco138963,138963,,"3rd Floor, Cave Building, 105-107 Anzac Ave, Auckland 1
, New Zealand",,,,,,,,,,
641,1163944,9429036762279,24 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1163944,1163944,,"Level 1, 100 Moorhouse Avenue, Christchurch, 8011
, New Zealand","Level 1, 100 Moorhouse Avenue, Christchurch, 8011
, New Zealand",,,,,,,,,
642,956064,9429037603953,11 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco956064,956064,,"Level 6, District Court Building, 3 Kingston Street, Auckland
, New Zealand","Level 6, District Court Building, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,
643,7405356,9429047398085,12 Apr 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7405356,7405356,,"ACTIVE CHARTERED ACCOUNTANTS (ACTIVE 2015), 8 Raroa Road, Hutt Central, Lower Hutt, 5010
, New Zealand","ACTIVE CHARTERED ACCOUNTANTS (ACTIVE 2015), 8 Raroa Road, Hutt Central, Lower Hutt, 5010
, New Zealand",,,,,,,,,
644,10163,9429040942001,15 Oct 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10163,10163,,"Level 6, National Mutual Centre, 1-25 Fitzherbert Ave, Palmerston North
, New Zealand",,,,,,,,,,
645,137956,9429040365909,26 Nov 1976,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco137956,137956,,"Meredith D Lowe & Associates, 145 Tancred Street, Ashburton
, New Zealand","Meredith D Lowe & Associates, 145 Tancred Street, Ashburton
, New Zealand",,,,,,,,,
646,1529577,9429035310532,25 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1529577,1529577,,"46e Manukau City Shopping Centre, Manukau City
, New Zealand","46e Manukau City Shopping Centre, Manukau City
, New Zealand",,,,,,,,,
647,72610,9429040629049,02 May 1967,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco72610,72610,,"1st Flr, Amp Bldg, Cnr Wood & East Sts, Papakura
, New Zealand",,,,,,,,,,
648,1330941,9429035936435,16 Jun 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1330941,1330941,,"7 Stanwell Street, Parnell
, New Zealand","7 Stanwell Street, Parnell
, New Zealand",,,,,,,,,
649,2456739,9429031575997,03 May 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2456739,2456739,,"27a Austin Street, Onekawa, Napier
, New Zealand","27a Austin Street, Onekawa, Napier
, New Zealand",,,,,,,,,
650,393264,9429039450975,17 May 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco393264,393264,,"2 Hardy Street, Waterloo, Lower Hutt
, New Zealand",,,,,,,,,,
651,5892989,9429042198161,23 Feb 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5892989,5892989,,"Debra Gee and Anne Holleron, 49 Fortunatus Street, Brooklyn, Wellington, 6021
, New Zealand","Debra Gee and Anne Holleron, 49 Fortunatus Street, Brooklyn, Wellington, 6021
, New Zealand",,,,,,,,,
652,2082267,9429032955248,12 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2082267,2082267,,"52 Courthouse Lane, Auckland Cbd, Auckland
, New Zealand","52 Courthouse Lane, Auckland Cbd
, New Zealand",,,,,,,,,
653,85502,9429040549538,24 Oct 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco85502,85502,,"Allen & Allen, Power Board Bldg, Normanby St, Dargaville
, New Zealand","Allen & Allen, Power Board Bldg, Normanby St, Dargaville
, New Zealand",,,,,,,,,
654,690681,9429038435621,14 Sep 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco690681,690681,,"Lundy & Associates, Level 4 / 315 Manchester Street, Christchurch
, New Zealand","Lundy & Associates, Level 4 / 315 Manchester Street, Christchurch
, New Zealand",,,,,,,,,
655,109612,9429032154832,10 Oct 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco109612,109612,,"1st Flr, 230 Great South Road, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,
656,183028,9429040131795,12 May 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco183028,183028,,"30 Teasdale St, Te Awamutu
, New Zealand",,,,,,,,,,
657,1737469,9429034407141,30 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1737469,1737469,,"40 Te Kemera Ave, Waitangi, Paohia
, New Zealand","40 Te Kemera Ave, Waitangi, Paohia
, New Zealand",,,,,,,,,
658,1650008,9429034696712,23 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1650008,1650008,,"Cochrane & Whitehead, 267 Broadway Avenue, Palmerston North
, New Zealand","Cochrane & Whitehead, 267 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,
659,1002121,9429037431839,18 Nov 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1002121,1002121,,"353 Devonport Road, Tauranga
, New Zealand","353 Devonport Road, Tauranga
, New Zealand",,,,,,,,,
660,117953,9429032023947,15 Jul 1983,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco117953,117953,,"D P Middleton Chartered Accountant, 231 Rodney St, Wellsford
, New Zealand","D P Middleton Chartered Accountant, 231 Rodney St, Wellsford
, New Zealand",,,,,,,,,
661,74906,9429040617268,18 Jul 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco74906,74906,,"Government Life Hse, Edsel St, Henderson
, New Zealand",,,,,,,,,,
662,6294211,9429046179562,09 Jun 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6294211,6294211,,"David Argent, 22 Breckenridge Lane, Rd 3, Napier, 4183
, New Zealand","David Argent, 22 Breckenridge Lane, Rd 3, Napier, 4183
, New Zealand",,,,,,,,,
663,1904374,9429033636009,15 Feb 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1904374,1904374,,"Farry And Co. Law, Level 11, Harbour View Building, 152 Quay Street, Auckland, 1010
, New Zealand","Farry And Co. Law, Level 11, Harbour View Building, 152 Quay Street, Auckland, 1010
, New Zealand",,,,,,,,,
664,1159387,9429036786633,05 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1159387,1159387,,"15 Bournemouth Crescent, Christchurch
, New Zealand","15 Bournemouth Crescent, Christchurch
, New Zealand",,,,,,,,,
665,36706,9429040788432,07 Jul 1980,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco36706,36706,,"Accountants Plus Ltd, 1st Floor, 1 Cambridge Terrace, Waiwhetu, Lower Hutt, 5010
, New Zealand","Accountants Plus Ltd, 1st Floor, 1 Cambridge Terrace, Waiwhetu, Lower Hutt, 5010
, New Zealand",,,,,,,,,
666,195422,9429040069302,16 Sep 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco195422,195422,,"481 Moray Place, Dunedin
, New Zealand",,,,,,,,,,
667,4099580,9429030451827,07 Nov 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4099580,4099580,,"Flat 7, 29 Rossmay Terrace, Mount Eden, Auckland, 1024
, New Zealand","Flat 7, 29 Rossmay Terrace, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,
668,99136,9429040450810,28 Sep 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco99136,99136,,"Official Assignee, 6th Floor Justice Dept, 3 Kingston St, Auckland
, New Zealand",,,,,,,,,,
669,1176467,9429036691968,27 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1176467,1176467,,"Kpmg, 10th Floor Kpmg Centre, 85 Alexandra Street, Hamilton
, New Zealand","Kpmg, 10th Floor Kpmg Centre, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,
670,49296,9429040728490,09 Nov 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco49296,49296,,"4 Kingston St, Auckland 1
, New Zealand",,,,,,,,,,
671,163294,9429040223551,09 Oct 1970,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco163294,163294,,"Denton Donovan, Chartered Accountants, 115n King Street, Hastings
, New Zealand",,,,,,,,,,
672,1046214,9429037208073,30 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco1046214,1046214,,"Level 2, 116 Harris Road, East Tamaki
, New Zealand","Level 2, 116 Harris Road, East Tamaki
, New Zealand",,,,,,,,,
673,2298335,9429032051940,11 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2298335,2298335,,"112b Jeffs Road, Dannemora, Manukau, Auckland
, New Zealand","112b Jeffs Road, Dannemora, Manukau, Auckland
, New Zealand",,,,,,,,,
674,1640409,9429034735763,13 Jun 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1640409,1640409,,"5 Hamilton Avenue, Fendalton, Christchurch
, New Zealand","5 Hamilton Avenue, Fendalton, Christchurch
, New Zealand",,,,,,,,,
675,2308237,9429031996358,24 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2308237,2308237,,"91 Market Road, Epsom Auckland
, New Zealand","91 Market Road, Epsom Auckland
, New Zealand",,,,,,,,,
676,1047066,9429037204211,17 Jul 2000,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047066,1047066,,"Stewart Stanley Ltd, 4 Rochdale Street, Fendalton, Christchurch, 8014
, New Zealand","Stewart Stanley Ltd, 4 Rochdale Street, Fendalton, Christchurch, 8014
, New Zealand",,,,,,,,,
677,1984436,9429033141008,11 Sep 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1984436,1984436,,"8/69 Target Road, Glenfield, North Shore City, 0629
, New Zealand","8/69 Target Road, Glenfield, North Shore City, 0629
, New Zealand",,,,,,,,,
678,5186461,9429041218006,14 May 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5186461,5186461,,"RAYNES GIBSON & MATTHEWS ACCOUNTANTS LTD, 110 St Lukes Road, Sandringham, Auckland, 1025
, New Zealand","RAYNES GIBSON & MATTHEWS ACCOUNTANTS LTD, 110 St Lukes Road, Sandringham, Auckland, 1025
, New Zealand",,,,,,,,,
679,11671,9429040935928,28 Oct 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco11671,11671,,"C/o Kirk Barclay, 3rd Floor Cml Building, 89 Courtney Pl, Wellington
, New Zealand",,,,,,,,,,
680,110741,9429032148398,13 Mar 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco110741,110741,,"8 Awanui Street, Birkenhead A, Auckland
, New Zealand",,,,,,,,,,
681,160888,9429040236773,20 Jul 1960,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco160888,160888,,"427b Southland Place, Hastings
, New Zealand","427b Southland Place, Hastings
, New Zealand",,,,,,,,,
682,84532,9429040560014,03 Jul 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco84532,84532,,"112 Maunu Rd, Whangarei
, New Zealand",,,,,,,,,,
683,923783,9429037770143,28 Aug 1998,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco923783,923783,,"142 Ocean Road, Ohope, 3121
, New Zealand","142 Ocean Road, Ohope, 3121
, New Zealand",,,,,,,,,
684,5594445,9429041607787,23 Feb 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5594445,5594445,,"18 Seaview Road, Glenfield, Auckland, 0629
, New Zealand","18 Seaview Road, Glenfield, Auckland, 0629
, New Zealand",,,,,,,,,
685,1628115,9429034797372,28 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1628115,1628115,,"Indepth Forensic Limited, 26e Liverpool Street, Hamilton
, New Zealand","Indepth Forensic Limited, 26e Liverpool Street, Hamilton
, New Zealand",,,,,,,,,
686,32240,9429040830728,26 Apr 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco32240,32240,,"C/o D R Massam, Broderick Road, Box 4090, Johnsonville Wgtn
, New Zealand",,,,,,,,,,
687,167876,9429040191003,26 Jul 1968,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco167876,167876,,"Main Road, Riwaka, R D 3, Motueka
, New Zealand","Main Road, Riwaka, R D 3, Motueka
, New Zealand",,,,,,,,,
688,1263763,9429036199617,17 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1263763,1263763,,"Meltzer Mason, Level 2, Suite 6, 100 Parnell Road, Parnell, Auckland, 1052
, New Zealand","Meltzer Mason, Level 2, Suite 6, 100 Parnell Road, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,
689,7693676,9429047648319,30 Aug 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7693676,7693676,,"22a Matipo Road, Mairangi Bay, Auckland, 0630
, New Zealand","22a Matipo Road, Mairangi Bay, Auckland, 0630
, New Zealand",,,,,,,,,
690,5967507,9429042308812,27 Apr 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5967507,5967507,,"George Gibb, 22 Office Road, Merivale, Christchurch, 8014
, New Zealand","George Gibb, 22 Office Road, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,
691,51267,9429040721385,03 May 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51267,51267,,"Ernst & Whinney, Bnz Tower, 125 Queen Street, Auckland 1
, New Zealand",,,,,,,,,,
692,130451,9429031909891,23 Apr 1968,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco130451,130451,,"Mcfarlane Hornsey Matthews, Cnr Stafford & Sefton Streets, Timaru
, New Zealand",,,,,,,,,,
693,1206137,9429036522347,22 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1206137,1206137,,"Level 5, 60 Parnell Road, Parnell, Auckland
, New Zealand","Level 5, 60 Parnell Road, Parnell, Auckland
, New Zealand",,,,,,,,,
694,1918658,9429033546711,13 Mar 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1918658,1918658,,"DB Chartered Accountants limited, 9 King Street, Frankton, Hamilton, 3242
, New Zealand","DB Chartered Accountants limited, 9 King Street, Frankton, Hamilton, 3242
, New Zealand",,,,,,,,,
695,2187948,9429032490817,07 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2187948,2187948,,"8b Homersham Place, Burnside, Christchurch, 8053
, New Zealand","8b Homersham Place, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,
696,4899439,9429041058091,16 Jan 2014,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4899439,4899439,,"32 Bryce Road, Rd 1, Rotorua, 3077
, New Zealand","Bryce Road, Rd 1, Rotorua, 3077
, New Zealand",,,,,,,,,
697,61883,9429040682907,15 Aug 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61883,61883,,"D J Collings Ltd, 7 Waikaukau Road, Glen Eden
, New Zealand",,,,,,,,,,
698,6333607,9429046231901,10 Jul 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6333607,6333607,,"Grant Johnston, 22 Hawthorn Mews, Rangiora, Rangiora, 7400
, New Zealand","Grant Johnston, 22 Hawthorn Mews, Rangiora, Rangiora, 7400
, New Zealand",,,,,,,,,
699,4476719,9429030189805,17 Jun 2013,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4476719,4476719,,"772 Great South Road, Penrose, Auckland, 1061
, New Zealand","772 Great South Road, Penrose, Auckland, 1061
, New Zealand",,,,,,,,,
700,5704408,9429041759783,18 May 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5704408,5704408,,"E Gerritsen, 4 Hotop Place, Cromwell, 9310
, New Zealand","E Gerritsen, 4 Hotop Place, Cromwell, 9310
, New Zealand",,,,,,,,,
701,1869501,9429033845456,25 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1869501,1869501,,"20 Huntingdon Street, Northland, Wellington, 6012
, New Zealand","20 Huntingdon Street, Northland, Wellington, 6012
, New Zealand",,,,,,,,,
702,964245,9429037561673,14 Jun 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco964245,964245,,"6 Jays Rd, Woodlands Park, Titirangi, Auckland
, New Zealand","C/- Kate Courtney, 6 Jays Rd, Woodlands Park, Titirangi, Auckland
, New Zealand",,,,,,,,,
703,607192,9429038786785,19 Jan 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco607192,607192,,"Turangi Estate, R D 1, Lyttelton
, New Zealand",,,,,,,,,,
704,2072879,9429032987485,13 Dec 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco2072879,2072879,,"477 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","477 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,
705,1646715,9429034707111,14 Jun 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1646715,1646715,,"KGA Warkworth Limited, 54 Whitaker Road, Warkworth, 0910
, New Zealand","KGA Warkworth Limited, 54 Whitaker Road, Warkworth, 0910
, New Zealand",,,,,,,,,
706,1728361,9429034429761,18 Nov 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1728361,1728361,,"177 Alf Access Road, Woodhill
, New Zealand","177 Alf Access Road, Waimauku, Rd2 Helensville
, New Zealand",,,,,,,,,
707,1779354,9429034262139,09 Mar 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1779354,1779354,,"McKenzie & Co Ltd, 16 Wear Street, Oamaru, Oamaru, 9400
, New Zealand","McKenzie & Co Ltd, 16 Wear Street, Oamaru, Oamaru, 9400
, New Zealand",,,,,,,,,
708,5690712,9429041726990,28 Apr 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5690712,5690712,,"Bennett and Associates, 57 Clyde Street, Whangarei, Whangarei, 0110
, New Zealand","Bennett and Associates, 57 Clyde Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,,
709,2180630,9429032525298,10 Oct 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2180630,2180630,,"David J Compston, 48 Te Ahu Road, Pukekawa, 2696
, New Zealand","David J Compston, 48 Te Ahu Road, Pukekawa, 2696
, New Zealand",,,,,,,,,
710,4409378,9429030255845,07 May 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4409378,4409378,,"153 Jacks Pass Road, Hanmer Springs, Hanmer Springs, 7334
, New Zealand","153 Jacks Pass Road, Hanmer Springs, Hanmer Springs, 7334
, New Zealand",,,,,,,,,
711,1824860,9429034077368,14 Jun 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1824860,1824860,,"Mallett Angelo Quinn Ltd, 1st Floor, 5 Hunt Street, Whangarei
, New Zealand","Mallett Angelo Quinn Ltd, 1st Floor, 5 Hunt Street, Whangarei
, New Zealand",,,,,,,,,
