,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Appointed By:
756,8397,9429040952154,25 Nov 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco8397,8397,,"Dingle Building, 38 Hinemoa Street, Rotorua
, New Zealand",,,,,,,,,,,,,
757,73669,9429040623689,16 Nov 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco73669,73669,,"Government Life Hse, Edsel St, Henderson, Auckland
, New Zealand",,,,,,,,,,,,,
758,1823512,9429034082829,01 Jun 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1823512,1823512,,"219 Broadway Avenue, Palmerston North, Palmerston North, 4410
, New Zealand","219 Broadway Avenue, Palmerston North, Palmerston North, 4410
, New Zealand",,,,,,,,,,,,
759,1494816,9429035470533,24 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco1494816,1494816,,"C/o David Williamson Accounting Services, 44 Lees Street, Invercargill
, New Zealand","44 Lees Street, Invercargill
, New Zealand",,,,,,,,,,,,
760,9301,9429040945415,17 Jun 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco9301,9301,,"26 Maria Place, Box 97, Wanganui
, New Zealand",,,,,,,,,,,,,
761,1138479,9429036900374,05 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1138479,1138479,,"9-11 Galatos St, Newton, Auckland
, New Zealand","Richard Lockhart & Associates, 9 - 11 Galatos Street, Newton, Auckland
, New Zealand",,,,,,,,,,,,
762,2118663,9429032797954,14 Apr 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2118663,2118663,,"96a Arran Road, Browns Bay, Auckland, 0630
, New Zealand","96a Arran Road, Browns Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
763,1843651,9429033980614,18 Jul 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1843651,1843651,,"198b Hill Road, The Gardens, Manurewa, Auckland
, New Zealand","198b Hill Road, The Gardens, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
764,1014513,9429037368326,29 Feb 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1014513,1014513,,"1/374 Lake Road, Takapuna
, New Zealand","1/374 Lake Road, Takapuna
, New Zealand",,,,,,,,,,,,
765,112350,9429032117424,21 Sep 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco112350,112350,,"3 Clyma Place, Massey, Auckland
, New Zealand","3 Clyma Place, Massey, Auckland
, New Zealand",,,,,,,,,,,,
766,182322,9429040133126,13 Jul 1959,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco182322,182322,,"Kauri Pt, Katikati
, New Zealand","Kauri Pt, Katikati
, New Zealand",,,,,,,,,,,,
767,16305,9429040915012,08 Jun 1964,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco16305,16305,,"Hercus King & Co, Level 1, West Side, 21-29 Broderick Rd Johnsonvile, Wellington
, New Zealand","Hercus King & Co, Level 1, West Side, 21-29 Broderick Rd, Johnsonville, Wellington
, New Zealand",,,,,,,,,,,,
768,191830,9429040092690,06 Sep 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco191830,191830,,"148 Thames St, Morrinsville
, New Zealand",,,,,,,,,,,,,
769,118691,9429032018639,29 Sep 1950,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco118691,118691,,"Uxbridge St, Renwick
, New Zealand",,,,,,,,,,,,,
770,2308858,9429031992794,27 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2308858,2308858,,"2/36 The Drive Epsom, Auckland
, New Zealand","2/36 The Drive Epsom, Auckland
, New Zealand",,,,,,,,,,,,
771,1263199,9429036203871,17 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1263199,1263199,,"1st Floor Dairy House, Porowini Ave, Whangarei
, New Zealand","1st Floor Dairy House, Porowini Ave, Whangarei
, New Zealand",,,,,,,,,,,,
772,1531142,9429035303961,30 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1531142,1531142,,"52 Granville Drive Royal Heights, Massey, Auckland
, New Zealand","52 Granville Drive Royal Heights, Massey, Auckland 1008
, New Zealand",,,,,,,,,,,,
773,2478308,9429031546645,12 May 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2478308,2478308,,"Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha, 3320
, New Zealand","Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha, 3320
, New Zealand",,,,,,,,,,,,
774,24359,9429040875323,16 Nov 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco24359,24359,,"Johnsonville Mall Office Block, Broderick Road Johnsonville
, New Zealand",,,,,,,,,,,,,
775,53563,9429040713465,29 Mar 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco53563,53563,,"Redoubt Rd, Papatoetoe R D
, New Zealand",,,,,,,,,,,,,
776,66569,9429040661162,02 Jun 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco66569,66569,,"15/19 Edsel Street, Henderson, Auckland 8
, New Zealand",,,,,,,,,,,,,
777,1033096,9429037272951,04 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1033096,1033096,,"519b Kamo Rd, Kamo, Whangarei
, New Zealand","519b Kamo Rd, Kamo, Whangarei
, New Zealand",,,,,,,,,,,,
778,2216397,9429032360639,17 Mar 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2216397,2216397,,"875 Napier Road, Rd 10, Palmerston North, 4470
, New Zealand","875 Napier Road, Rd 10, Palmerston North, 4470
, New Zealand",,,,,,,,,,,,
779,3765996,9429030725478,30 Mar 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3765996,3765996,,"45 Bayview Road, Bayview, Auckland, 0629
, New Zealand","45 Bayview Road, Bayview, Auckland, 0629
, New Zealand",,,,,,,,,,,,
780,1440889,9429035678465,05 Nov 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1440889,1440889,,"600 Pioneer Highway, Palmerson North
, New Zealand","600 Pioneer Highway, Palmerson North
, New Zealand",,,,,,,,,,,,
781,1158785,9429036790517,24 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1158785,1158785,,"354 Victoria Street, Hamilton Central, Hamilton, 3204
, New Zealand","354 Victoria Street, Hamilton Central, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
782,164258,9429040212296,01 Feb 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164258,164258,,"C/o Carr & Stanton, 117 Queen St East Box 345, Hastings
, New Zealand",,,,,,,,,,,,,
783,1047019,9429037204075,10 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047019,1047019,,"Howard Padman Chartered, Accountants Limited, 18 Napier Road, Havelock North
, New Zealand","Howard Padman Chartered, Accountants Limited, 18 Napier Road, Havelock North
, New Zealand",,,,,,,,,,,,
784,2458468,9429031574631,29 Apr 2010,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2458468,2458468,,"MGI Auckland Limited, Level 2, 81 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand","MGI Auckland Limited, Level 2, 81 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
785,2211136,9429032387766,18 Feb 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2211136,2211136,,"6/14c Ballarat Street, Ellerslie Auckland 1051
, New Zealand","6/14c Ballarat Street, Ellerslie Auckland 1051
, New Zealand",,,,,,,,,,,,
786,1116606,9429037003753,19 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1116606,1116606,,"1st Floor, 27 Tarbert St, Alexandra
, New Zealand","1st Floor, 27 Tarbert Street, Alexandra
, New Zealand",,,,,,,,,,,,
787,1149713,9429036840441,11 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1149713,1149713,,"2/40 Combes Rd, Remuera, Auckland, New Zeaaland
, New Zealand","2/40 Combes Rd, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
788,1480688,9429035553472,12 Feb 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1480688,1480688,,"6 Belinda Ave, Manukau City, Auckland
, New Zealand","6 Belinda Ave, Manukau City, Auckland
, New Zealand",,,,,,,,,,,,
789,1928756,9429033481050,11 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1928756,1928756,,"4 Kokiri St, Te Atatu South, Auckland
, New Zealand","4 Kokiri St, Te Atatu South, Auckland
, New Zealand",,,,,,,,,,,,
790,244301,9429039936912,13 Feb 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco244301,244301,,"C.g.inwood, 4 Ingram St, Papakura
, New Zealand","-
, New Zealand",,,,,,,,,,,,
791,958386,9429037592936,26 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco958386,958386,,"C/- N & J A Wood, 120 Tauroa Road, Havelock North
, New Zealand","C/- N & J A Wood, 120 Tauroa Road, Havelock North
, New Zealand",,,,,,,,,,,,
792,235417,9429039967718,21 Feb 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco235417,235417,,"Dyer Whitechurch & Bhanabhai, 7th Floor S&c Building
, New Zealand",,,,,,,,,,,,,
793,5997193,9429042348405,12 May 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5997193,5997193,,"Jamie Weedon, Flat 2, 2 Lambrown Drive, Totara Vale, Auckland, 0629
, New Zealand","Jamie Weedon, Flat 2, 2 Lambrown Drive, Totara Vale, Auckland, 0629
, New Zealand",,,,,,,,,,,,
794,625105,9429038707032,18 Mar 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco625105,625105,,"1008 Karamu Road North, Hastings
, New Zealand","1008 Karamu Road North, Hastings
, New Zealand",,,,,,,,,,,,
795,1823889,9429034083338,31 May 2006,Removed,NZ Limited Company,Yes,DELOITTE LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1823889,1823889,,"Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
796,52807,9429040714172,05 Aug 1955,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco52807,52807,,"Whitelaw Weber & Co, 2 Clifford St, Kaikohe
, New Zealand","Whitelaw Weber & Co, 2 Clifford St, Kaikohe
, New Zealand",,,,,,,,,,,,
797,5154841,9429041200742,02 May 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5154841,5154841,,"PATEL & ASSOCIATES LIMITED, Unit 4, 12 Amera Place, Huntington Park, Auckland, 2013
, New Zealand","PATEL & ASSOCIATES LIMITED, Unit 4, 12 Amera Place, Huntington Park, Auckland, 2013
, New Zealand",,,,,,,,,,,,
798,1058471,9429037166472,17 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1058471,1058471,,"10a Masons Avenue, Hamilton
, New Zealand","10a Masons Avenue, Hamilton
, New Zealand",,,,,,,,,,,,
799,3896677,9429030613126,25 Jun 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3896677,3896677,,"Level 1, 822 Manukau Road, Royal Oak, Auckland, 1345
, New Zealand","Level 1, 822 Manukau Road, Royal Oak, Auckland, 1345
, New Zealand",,,,,,,,,,,,
800,3009364,9429031477284,29 Jun 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3009364,3009364,,"12a Ballance Avenue, Papatoetoe, Auckland, 2104
, New Zealand","12a Ballance Avenue, Papatoetoe, Auckland, 2104
, New Zealand",,,,,,,,,,,,
801,98729,9429040454467,09 Aug 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco98729,98729,,"17 Janet St, Pakuranga
, New Zealand",,,,,,,,,,,,,
802,166474,9429040196817,24 Oct 1930,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco166474,166474,,"111 Rutherford St, Nelson
, New Zealand",,,,,,,,,,,,,
803,5719695,9429041788233,09 Jun 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5719695,5719695,,"Flat 2, 109 Wattle Farm Road, Wattle Downs, Auckland, 2103
, New Zealand","Flat 2, 109 Wattle Farm Road, Wattle Downs, Auckland, 2103
, New Zealand",,,,,,,,,,,,
804,141088,9429040342856,26 May 1981,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco141088,141088,,"C/o Lyttle Sheppard & Walker, 118 Victoria St, Christchurch
, New Zealand",,,,,,,,,,,,,
805,1158782,9429036790388,24 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1158782,1158782,,"Staples Rodway Waikato L P, Level 4, B N Z Building, 354 Victoria St, Hamilton, 3204
, New Zealand","Staples Rodway Waikato L P, Level 4, B N Z Building, 354 Victoria St, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
806,198661,9429040041322,05 Nov 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198661,198661,,"16-20 Clarence Street,, Hamilton.
, New Zealand",,,,,,,,,,,,,
807,194303,9429040074672,26 Apr 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco194303,194303,,"4 Hikurangi Street, Whakatane
, New Zealand","-
, New Zealand",,,,,,,,,,,,
808,172618,9429040161662,12 May 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco172618,172618,,"C/o Thomson Cattley & Telfer, 2nd Floor Kings Bldg, Devon St Box 145, New Plymouth
, New Zealand",,,,,,,,,,,,,
809,1875852,9429033807454,13 Oct 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1875852,1875852,,"149 Princes Street, Otahuhu, Auckland
, New Zealand","149 Princes Street, Otahuhu, Auckland
, New Zealand",,,,,,,,,,,,
810,1627386,9429034802120,02 May 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1627386,1627386,,"Kendons Chartered Accountants Ltd, 69 Rutherford Street, Hutt Central, Lower Hutt, 5010
, New Zealand","Kendons Chartered Accountants Ltd, 69 Rutherford Street, Hutt Central, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
811,2298292,9429032051155,24 Aug 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2298292,2298292,,"25 Redwood Road, Rd 1, Richmond, 7081
, New Zealand","25 Redwood Road, Rd 1, Richmond, 7081
, New Zealand",,,,,,,,,,,,
812,1917496,9429033556956,09 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1917496,1917496,,"52b Harrington Road, Henderson, Auckland
, New Zealand","52b Harrington Road, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
813,4590059,9429030103191,12 Aug 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4590059,4590059,,"32 Greenpark Road, Penrose, Auckland, 1061
, New Zealand","32 Greenpark Road, Penrose, Auckland, 1061
, New Zealand",,,,,,,,,,,,
814,1398787,9429035765875,26 Sep 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1398787,1398787,,"22 Stellamaris Way, Howick, Auckland
, New Zealand","22 Stellamaris Way, Howick, Auckland
, New Zealand",,,,,,,,,,,,
815,1151438,9429036831388,27 Jul 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1151438,1151438,,"73a Penrose Street, Lower Hutt
, New Zealand","73a Penrose Street, Lower Hutt
, New Zealand",,,,,,,,,,,,
816,5431923,9429041380116,25 Aug 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5431923,5431923,,"9 Balwyn Avenue, Tihiotonga, Rotorua, 3015
, New Zealand","9 Balwyn Avenue, Tihiotonga, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
817,386129,9429039473547,09 Mar 1988,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco386129,386129,,"101 Simla Crescent, Khandallah, Wellington, 6035
, New Zealand","101 Simla Crescent, Khandallah, Wellington, 6035
, New Zealand",,,,,,,,,,,,
818,3039030,9429031446044,10 Aug 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3039030,3039030,,"C/- D L Irvine, 8 Lee Valley Road, Rd1, Brightwater, 7091
, New Zealand","C/- D L Irvine, 8 Lee Valley Road, Rd1, Brightwater, 7091
, New Zealand",,,,,,,,,,,,
819,1195493,9429036586271,12 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1195493,1195493,,"91 Clarence Street, Hamilton
, New Zealand","91 Clarence Street, Hamilton
, New Zealand",,,,,,,,,,,,
820,72368,9429040631028,22 Mar 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco72368,72368,,"30 Armein Rd, Panmure, Auckland
, New Zealand",,,,,,,,,,,,,
821,2392,9429040971179,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2392,2392,,"4 Papawai Place, Masterton
, New Zealand",,,,,,,,,,,,,
822,184983,9429040127521,13 Apr 1962,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco184983,184983,,"Bailey Ingham Ltd, Chartered Accountants, 18 Maniapoto Street, Otorohanga
, New Zealand","Kidd Falconer & Co, 46 Taupiri Street, Te Kuiti
, New Zealand",,,,,,,,,,,,
823,2214700,9429032368475,27 Feb 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2214700,2214700,,"1 Reservoir Road, Kaikohe, Kaikohe, 0405
, New Zealand","1 Reservoir Road, Kaikohe, Kaikohe, 0405
, New Zealand",,,,,,,,,,,,
824,1863734,9429033879970,26 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1863734,1863734,,"Eastern Sld Book Keeping Limited, 83 Wentworth Street, East Gore, Gore, 9710
, New Zealand","Eastern Sld Book Keeping Limited, 83 Wentworth Street, East Gore, Gore, 9710
, New Zealand",,,,,,,,,,,,
825,453164,9429039268044,06 Nov 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco453164,453164,,"2-6 Wilson Street, Newtown, Wellington
, New Zealand",,,,,,,,,,,,,
826,971315,9429037522483,23 Jul 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco971315,971315,,"686 Rosebank Road, Avondale, Auckland
, New Zealand","Level 14, 440 Collins Street, Melbourne Vic 3000, Australia
, New Zealand",,,,,,,,,,,,
827,1944152,9429033385433,12 Jun 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1944152,1944152,,"33 Kauika Road, Woodhill, Whangarei 0110
, New Zealand","33 Kauika Road, Woodhill, Whangarei 0110
, New Zealand",,,,,,,,,,,,
828,2359947,9429031774093,12 Nov 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2359947,2359947,,"Unit 9, 65 Edinburgh Street, Pukekohe
, New Zealand","Unit 9, 65 Edinburgh Street, Pukekohe
, New Zealand",,,,,,,,,,,,
